simplified	TH	example_TH
攒	เก็บสะสม	เขาเก็บเงินซื้อคอมพิวเตอร์
暂且	ชั่วคราวก่อน	ปัญหานี้วางไว้ชั่วคราวก่อน
赞叹	ชื่นชมทึ่ง	ผู้ชมชื่นชมทึ่งการแสดงของนักแสดง
赞助	สนับสนุนทุน	บริษัทสนับสนุนทุนการแข่งขันครั้งนี้
糟蹋	ทำให้เสียเปล่า	อย่าทำให้อาหารสดเหล่านี้เสียเปล่า
遭受	ประสบ	พื้นที่เกษตรประสบภัยแล้งรุนแรง
遭殃	พลอยเดือดร้อน	สะพานถล่มแล้วชาวบ้านใกล้เคียงพลอยเดือดร้อน
遭遇	เผชิญ	พวกเขาเผชิญพายุหิมะระหว่างทาง
噪音	เสียงรบกวน	เสียงรบกวนจากการก่อสร้างกระทบการพักผ่อน
造型	รูปทรง	รถรุ่นนี้มีรูปทรงเป็นเอกลักษณ์มาก
责怪	ตำหนิ	กรุณาอย่าเอาแต่ตำหนิเด็ก
贼	ขโมย	ตำรวจจับขโมยคนนั้นได้
增添	เพิ่ม	ดอกไม้เพิ่มสีสันให้ห้อง
赠送	มอบให้ฟรี	ร้านค้ามอบของขวัญเล็กๆ ให้ฟรี
扎	แทง	พยาบาลแทงเข็มให้เขาหนึ่งเข็ม
扎实	แน่นหนา	พื้นฐานไวยากรณ์ของเขาแน่นหนามาก
渣	กาก	ก้นแก้วเหลือกากกาแฟ
眨	กะพริบ	เธอกะพริบตา
诈骗	ฉ้อโกง	ตำรวจคลี่คลายคดีฉ้อโกงโทรคมนาคม
摘要	บทคัดย่อ	บทคัดย่อวิทยานิพนธ์เขียนชัดเจนมาก
债券	พันธบัตร	นักลงทุนซื้อพันธบัตรรัฐบาล
沾光	ได้รับอานิสงส์	ฉันก็ได้รับอานิสงส์จากเพื่อนด้วย
瞻仰	เคารพชม	นักท่องเที่ยวเคารพชมอนุสรณ์วีรชน
展示	จัดแสดง	บริษัทจัดแสดงสินค้าใหม่ล่าสุด
展望	มองไปข้างหน้า	รายงานมองไปข้างหน้าถึงแนวโน้มอนาคต
展现	แสดงให้เห็น	ผลงานแสดงให้เห็นชีวิตชนบท
崭新	ใหม่เอี่ยม	เขาซื้อจักรยานใหม่เอี่ยมหนึ่งคัน
斩钉截铁	เด็ดขาดหนักแน่น	เธอปฏิเสธอย่างเด็ดขาดหนักแน่น
占据	ครอบครองพื้นที่	โฆษณาครอบครองพื้นที่ทั้งหน้า
占领	ยึดครอง	กองทัพยึดครองช่องเขา
战斗	การต่อสู้	การต่อสู้ดำเนินต่อเนื่องสามชั่วโมง
战略	ยุทธศาสตร์	บริษัทปรับยุทธศาสตร์การพัฒนา
