hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
4790:时速	时速	时速	brzina na sat	Brzina ovog automobila prelazi sto kilometara na sat.	hitrost na uro	Hitrost tega avtomobila presega sto kilometrov na uro.	greitis per valandą	Šio automobilio greitis viršija šimtą kilometrų per valandą.	ātrums stundā	Šīs automašīnas ātrums pārsniedz simt kilometrus stundā.	tunnikiirus	Selle auto tunnikiirus ületab sada kilomeetrit.	hraði á klukkustund	Hraði þessa bíls fer yfir hundrað kílómetra á klukkustund.
4792:食欲	食欲	食欲	apetit	Posle bolesti nije imao apetit.	apetit	Po bolezni ni imel apetita.	apetitas	Po ligos jis neturėjo apetito.	apetīte	Pēc slimības viņam nebija apetītes.	isu	Pärast haigust polnud tal isu.	matarlyst	Hann hafði enga matarlyst eftir veikindin.
4795:使劲	使劲	使劲	upotrebiti snagu; zapeti	Molim vas, snažno gurnite vrata da se otvore.	uporabiti silo; potisniti močno	Prosimo, močno potisnite vrata, da se odprejo.	stengtis; naudoti jėgą	Prašome stipriai pastumti duris, kad jos atsidarytų.	pielikt spēku; stipri spiest	Lūdzu, stipri pastumiet durvis vaļā.	jõudu rakendama	Palun lükake ust kõvasti lahti.	beita afli	Ýttu hurðinni fast upp.
4797:适度	适度	适度	umeren; u pravoj meri	Umereno vežbanje pomaže zdravlju.	zmeren; primerna mera	Zmerna vadba pomaga zdravju.	saikingas; tinkamas laipsnis	Saikinga mankšta padeda sveikatai.	mērens; piemērots apjoms	Mērenas fiziskās aktivitātes palīdz veselībai.	mõõdukas; paras määr	Mõõdukas liikumine aitab tervist hoida.	hóflegur; rétt mát	Hófleg hreyfing gagnast heilsunni.
4800:事后	事后	事后	posle toga	Posle toga je objasnio razlog.	potem; po dogodku	Potem je pojasnil razlog.	po to; vėliau	Po to jis paaiškino priežastį.	pēc tam	Pēc tam viņš izskaidroja iemeslu.	pärast seda	Pärast seda selgitas ta põhjust.	eftir á	Eftir á útskýrði hann ástæðuna.
4801:视觉	视觉	视觉	vid; vizuelni osećaj	Ovaj film ima veoma dobre vizuelne efekte.	vid; vizualni občutek	Ta film ima zelo dobre vizualne učinke.	regėjimas; vizualinis pojūtis	Šio filmo vaizdo efektai labai geri.	redze; vizuālā uztvere	Šai filmai ir ļoti labi vizuālie efekti.	nägemine; visuaalne taju	Selle filmi visuaalsed efektid on väga head.	sjón; sjónræn skynjun	Þessi mynd hefur mjög góð sjónræn áhrif.
4809:收购	收购	收购	preuzeti; kupiti	Ova kompanija je preuzela jednu malu firmu.	prevzeti; odkupiti	To podjetje je prevzelo majhno podjetje.	įsigyti; supirkti	Ši įmonė įsigijo mažą verslą.	iegādāties; pārņemt	Šis uzņēmums iegādājās mazu uzņēmumu.	omandama; kokku ostma	See ettevõte omandas väikese firma.	yfirtaka; kaupa upp	Þetta fyrirtæki keypti lítið fyrirtæki.
4810:收取	收取	收取	naplatiti; primiti	Škola ne naplaćuje naknadu za prijavu.	zaračunati; pobrati	Šola ne zaračunava prijavnine.	imti; apmokestinti	Mokykla neima registracijos mokesčio.	iekasēt	Skola neiekasē reģistrācijas maksu.	võtma; tasu küsima	Kool ei küsi registreerimistasu.	innheimta; taka við	Skólinn innheimtir ekki skráningargjald.
4812:手臂	手臂	手臂	ruka; nadlaktica	Povredio je ruku.	roka	Poškodoval si je roko.	ranka	Jo ranka buvo sužeista.	roka	Viņa roka tika ievainota.	käs	Tema käsi sai vigastada.	handleggur	Handleggur hans meiddist.
4817:受灾	受灾	受灾	biti pogođen katastrofom	Području pogođenom katastrofom potrebna je materijalna pomoć.	prizadet zaradi nesreče	Prizadeto območje potrebuje materialno pomoč.	nukentėti nuo nelaimės	Nuo nelaimės nukentėjusiai vietovei reikia materialinės pagalbos.	ciest katastrofā	Katastrofas skartajam reģionam vajadzīga materiāla palīdzība.	katastroofis kannatada saama	Katastroofipiirkond vajab materiaalset abi.	verða fyrir hamförum	Hamfarasvæðið þarf efnislega aðstoð.
4818:输出	输出	输出	izlaziti; izvoziti podatke	Računar trenutno izvozi podatke.	izpisati; izvoziti	Računalnik trenutno izpisuje podatke.	išvesti; eksportuoti	Kompiuteris dabar išveda duomenis.	izvadīt; eksportēt	Dators pašlaik izvada datus.	väljastama; eksportima	Arvuti väljastab praegu andmeid.	senda út; flytja út	Tölvan er að senda út gögn.
4819:书画	书画	书画	kaligrafija i slikarstvo	U izložbenoj sali ima mnogo dela kaligrafije i slikarstva.	kaligrafija in slikarstvo	V razstavni dvorani je veliko del kaligrafije in slikarstva.	kaligrafija ir tapyba	Parodų salėje yra daug kaligrafijos ir tapybos kūrinių.	kaligrāfija un glezniecība	Izstāžu zālē ir daudz kaligrāfijas un glezniecības darbu.	kalligraafia ja maalikunst	Näitusesaalis on palju kalligraafia- ja maaliteoseid.	skriftlist og málverk	Í sýningarsalnum eru mörg verk í skriftlist og málun.
4822:输送	输送	输送	prevoziti; dovoditi	Cevovod dovodi vodu u selo.	prevažati; dovajati	Cevovod dovaja vodo v vas.	transportuoti; tiekti	Vamzdynas tiekia vandenį į kaimą.	transportēt; piegādāt	Cauruļvads piegādā ūdeni uz ciemu.	transportima; edastama	Torustik viib vee külla.	flytja; leiða	Leiðslan flytur vatn til þorpsins.
4823:书写	书写	书写	pisati	Molim vas, pažljivo napišite odgovore.	pisati	Prosimo, odgovore napišite skrbno.	rašyti	Prašome atsakymus rašyti atidžiai.	rakstīt	Lūdzu, rūpīgi uzrakstiet atbildes.	kirjutama	Palun kirjutage vastused hoolikalt.	skrifa	Vinsamlegast skrifaðu svörin vandlega.
4824:属	属	属	pripadati	Ova knjiga pripada školi.	pripadati	Ta knjiga pripada šoli.	priklausyti	Ši knyga priklauso mokyklai.	piederēt	Šī grāmata pieder skolai.	kuuluma	See raamat kuulub koolile.	tilheyra	Þessi bók tilheyrir skólanum.
4825:薯片	薯片	薯片	čips	Deca vole da jedu čips.	čips	Otroci radi jedo čips.	bulvių traškučiai	Vaikai mėgsta valgyti bulvių traškučius.	kartupeļu čipsi	Bērniem patīk ēst kartupeļu čipsus.	kartulikrõpsud	Lastele meeldib süüa kartulikrõpse.	kartöfluflögur	Börnum finnst gott að borða kartöfluflögur.
4828:数目	数目	数目	broj; količina	Broj prijava je veći nego prošle godine.	število; količina	Število prijav je večje kot lani.	skaičius; kiekis	Registracijų skaičius didesnis nei pernai.	skaits; daudzums	Pieteikumu skaits ir lielāks nekā pērn.	arv; kogus	Registreerumiste arv on suurem kui eelmisel aastal.	fjöldi; magn	Fjöldi skráninga er meiri en í fyrra.
4829:数字化	数字化	数字化	digitalizovati	Bolnica unapređuje digitalizaciju medicinske dokumentacije.	digitalizirati	Bolnišnica pospešuje digitalizacijo zdravstvenih kartotek.	skaitmeninti	Ligoninė skatina medicininių įrašų skaitmeninimą.	digitalizēt	Slimnīca veicina medicīnisko ierakstu digitalizāciju.	digiteerima	Haigla edendab haiguslugude digiteerimist.	stafvæða	Sjúkrahúsið vinnur að stafvæningu sjúkraskráa.
4832:率先	率先	率先	prvi uraditi; povesti	Ova kompanija je prva predstavila novi proizvod.	biti prvi; prevzeti vodstvo	To podjetje je prvo predstavilo nov izdelek.	pirmam imtis; pirmauti	Ši įmonė pirmoji pristatė naują produktą.	pirmajam sākt; uzņemties vadību	Šis uzņēmums pirmais laida klajā jaunu produktu.	esimesena tegema; juhtima	See ettevõte tõi esimesena turule uue toote.	verða fyrstur; taka forystu	Þetta fyrirtæki varð fyrst til að kynna nýja vöru.
4833:水稻	水稻	水稻	pirinčano polje; pirinač u vodi	Na jugu se široko gaji pirinač u vodi.	vodni riž; riž	Na jugu se vodni riž prideluje zelo razširjeno.	ryžiai laukuose; paddy ryžiai	Pietuose plačiai auginami ryžiai.	ūdens rīsi	Dienvidos plaši audzē ūdens rīsus.	riisitaim; märgriis	Lõunas kasvatatakse laialdaselt riisi.	hrísgrjónaplanta	Í suðri er hrísgrjónarækt víða stunduð.
4834:水库	水库	水库	akumulaciono jezero; rezervoar	Nivo vode u akumulacionom jezeru je porastao.	zadrževalnik; zbiralnik vode	Vodostaj v zadrževalniku se je dvignil.	tvenkinys; vandens saugykla	Vandens lygis tvenkinyje pakilo.	ūdenskrātuve	Ūdens līmenis ūdenskrātuvē ir paaugstinājies.	veehoidla	Veehoidla veetase on tõusnud.	vatnsmiðlunarlón	Vatnsstaðan í lóninu hefur hækkað.
4835:水流	水流	水流	vodena struja	Posle kiše vodena struja je postala brža.	vodni tok	Po dežju je vodni tok postal hitrejši.	vandens srovė	Po lietaus vandens srovė tapo greitesnė.	ūdens plūsma	Pēc lietus ūdens plūsma kļuva straujāka.	veevool	Pärast vihma muutus veevool kiiremaks.	vatnsstraumur	Vatnsstraumurinn varð hraðari eftir rigninguna.
4836:水面	水面	水面	površina vode	Mesečina sija na površini vode.	vodna gladina	Mesečina sije na vodni gladini.	vandens paviršius	Mėnesiena šviečia ant vandens paviršiaus.	ūdens virsma	Mēness gaisma spīd uz ūdens virsmas.	veepind	Kuuvalgus paistab veepinnale.	vatnsyfirborð	Tunglsljósið skín á vatnsyfirborðið.
4839:思路	思路	思路	tok misli; način razmišljanja	Njegov tok misli je veoma jasan.	miselni tok; način razmišljanja	Njegov miselni tok je zelo jasen.	minčių eiga	Jo minčių eiga labai aiški.	domu gaita; domāšanas veids	Viņa domu gaita ir ļoti skaidra.	mõttekäik	Tema mõttekäik on väga selge.	hugsunarferli	Hugsunarferli hans er mjög skýrt.
4842:松	松	松	labav; olabaviti	Pertla se olabavila.	ohlapen; zrahljati	Vezalka se je zrahljala.	laisvas; atlaisvinti	Bato raištelis atsilaisvino.	vaļīgs; atlaist	Kurpes šņore ir atraisījusies.	lõtv; lõdvenema	Kingapael läks lahti.	laus; losa	Skóreimin losnaði.
4844:搜集	搜集	搜集	prikupiti; sakupiti	Ona je prikupila mnogo materijala.	zbrati	Zbrala je veliko gradiva.	rinkti; surinkti	Ji surinko daug medžiagos.	savākt	Viņa savāca daudz materiālu.	koguma	Ta kogus palju materjale.	safna	Hún safnaði miklu efni.
4847:算了	算了	算了	neka bude; zaboravi	Prekasno je, ostavimo to za danas.	pusti; pozabi	Prepozno je, za danes pustimo.	tebūnie; pamiršk	Per vėlu, šiandien palikime tai.	nu labi; aizmirsti	Ir par vēlu, šodien to atstāsim.	las olla; unusta ära	On liiga hilja, jätame selle tänaseks.	látum það vera; gleymdu því	Það er of seint, látum þetta duga í dag.
4848:算是	算是	算是	računati kao; smatrati se	Ovo iskustvo može se smatrati jednom poukom.	šteti kot; veljati za	Ta izkušnja šteje kot lekcija.	laikyti; skaitytis	Ši patirtis gali būti laikoma pamoka.	uzskatīt par	Šo pieredzi var uzskatīt par mācību.	arvesse minema; pidama	Seda kogemust võib pidada õppetunniks.	teljast sem; líta á sem	Þessi reynsla má teljast lærdómur.
4849:虽	虽	虽	iako	Iako je padala kiša, utakmica se ipak nastavila.	čeprav	Čeprav je deževalo, se je tekma vseeno nadaljevala.	nors	Nors lijo, varžybos vis tiek tęsėsi.	lai gan	Lai gan lija, spēle tomēr turpinājās.	kuigi	Kuigi sadas vihma, mäng jätkus ikkagi.	þótt	Þótt það rigndi hélt leikurinn samt áfram.
4850:岁数	岁数	岁数	godine; starost	Ima više godina, ali je veoma zdrav.	starost; leta	Je že starejši, a je zelo zdrav.	amžius	Jis jau vyresnio amžiaus, bet jo sveikata gera.	vecums	Viņš ir gados vecs, bet veselība ir laba.	vanus	Ta on vanem, kuid väga heas tervises.	aldur	Hann er orðinn eldri en er við góða heilsu.
4853:损伤	损伤	损伤	oštetiti; povreda	Dugo gledanje u ekran može oštetiti oči.	poškodovati; poškodba	Dolgotrajno gledanje v zaslon lahko poškoduje oči.	pažeisti; sužalojimas	Ilgas žiūrėjimas į ekraną gali pažeisti akis.	bojāt; ievainojums	Ilga skatīšanās ekrānā var bojāt acis.	kahjustama; vigastus	Pikka aega ekraani vaatamine võib silmi kahjustada.	skaða; meiðsli	Að horfa lengi á skjá getur skaðað augun.
4858:台球	台球	台球	bilijar	Vikendom idu da igraju bilijar.	biljard	Ob koncih tedna gredo igrat biljard.	biliardas	Savaitgaliais jie eina žaisti biliardo.	biljards	Brīvdienās viņi iet spēlēt biljardu.	piljard	Nädalavahetustel käivad nad piljardit mängimas.	billjard	Þau fara að spila billjard um helgar.
4860:太阳能	太阳能	太阳能	solarna energija	Na krovu su postavljeni solarni paneli.	sončna energija	Na strehi so namestili sončne panele.	saulės energija	Ant stogo buvo sumontuotos saulės baterijos.	saules enerģija	Uz jumta tika uzstādīti saules paneļi.	päikeseenergia	Katusele paigaldati päikesepaneelid.	sólarorka	Sólarplötur voru settar upp á þakinu.
4861:谈论	谈论	谈论	razgovarati; raspravljati	Svi razgovaraju o planu putovanja.	razpravljati; govoriti	Vsi razpravljajo o potovalnem načrtu.	aptarti; kalbėti	Visi aptaria kelionės planą.	apspriest; runāt	Visi apspriež ceļojuma plānu.	arutama; rääkima	Kõik arutavad reisiplaani.	ræða	Allir eru að ræða ferðaáætlunina.
4866:汤圆	汤圆	汤圆	tangyuan; kuglice od lepljivog pirinča	Za Festival lampiona jedemo tangyuan kuglice.	tangyuan; kroglice iz lepljivega riža	Ob prazniku lampijonov jemo tangyuan.	tangyuan; lipnių ryžių rutuliukai	Per Žibintų šventę valgome tangyuan.	tangyuan; lipīgo rīsu bumbiņas	Laternu svētkos mēs ēdam tangyuan.	tangyuan; kleepuva riisi pallid	Laternapeol sööme tangyuan'i.	tangyuan; klístraðar hrísgrjónakúlur	Á luktarhátíðinni borðum við tangyuan.
4867:糖果	糖果	糖果	bombona; slatkiš	Dete je podelilo slatkiše prijateljima.	bonbon; sladkarija	Otroku je bonbone razdelil prijateljem.	saldainis	Vaikas pasidalijo saldainiais su draugais.	konfekte; saldums	Bērns sadalīja konfektes draugiem.	komm; maiustus	Laps jagas kommid sõpradega.	nammi; sælgæti	Barnið deildi namminu með vinum sínum.
4871:逃跑	逃跑	逃跑	pobeći	Lopov je pobegao čim je video policiju.	pobegniti	Tat je pobegnil, ko je zagledal policijo.	pabėgti	Vagis pabėgo pamatęs policiją.	aizbēgt	Zaglis aizbēga, ieraugot policiju.	põgenema	Varas põgenes politseid nähes.	hlaupa í burtu	Þjófurinn hljóp í burtu þegar hann sá lögregluna.
4874:套餐	套餐	套餐	set meni; kombinovani obrok	Ovaj set meni uključuje piće.	meni; kompletni obrok	Ta meni vključuje pijačo.	kompleksinis patiekalas; rinkinys	Į šį patiekalų rinkinį įeina gėrimas.	komplekts; maltītes komplekts	Šajā maltītes komplektā ietilpst dzēriens.	komplekttoit; einete komplekt	See komplekttoit sisaldab jooki.	matseðill; máltíðarpakki	Þessi máltíðarpakki inniheldur drykk.
4875:特	特	特	naročito; veoma	Rezanci u ovoj radnji su naročito ukusni.	posebej; zelo	Rezanci v tej restavraciji so posebej okusni.	ypač; labai	Šioje parduotuvėje makaronai ypač skanūs.	īpaši; ļoti	Šajā ēstuvē nūdeles ir īpaši garšīgas.	eriti; väga	Selle söögikoha nuudlid on eriti maitsvad.	sérstaklega; mjög	Núðlurnar á þessum stað eru sérstaklega bragðgóðar.
4877:特地	特地	特地	posebno; namenski	On je posebno došao na aerodrom da me dočeka.	posebej; namenoma	Posebej je prišel na letališče, da me pobere.	specialiai; tyčia	Jis specialiai atvyko į oro uostą manęs pasitikti.	speciāli; apzināti	Viņš speciāli atbrauca uz lidostu mani sagaidīt.	spetsiaalselt; meelega	Ta tuli spetsiaalselt lennujaama mulle vastu.	sérstaklega; viljandi	Hann kom sérstaklega á flugvöllinn til að sækja mig.
4879:特性	特性	特性	osobina; svojstvo	Ovaj materijal ima vodootporna svojstva.	lastnost	Ta material ima vodoodporne lastnosti.	savybė	Ši medžiaga turi vandeniui atsparių savybių.	īpašība	Šim materiālam ir ūdensizturīgas īpašības.	omadus	Sellel materjalil on veekindlad omadused.	eiginleiki	Þetta efni hefur vatnshelda eiginleika.
4882:提取	提取	提取	izvući; podići	On je iz izveštaja izvukao ključne podatke.	izluščiti; dvigniti	Iz poročila je izluščil ključne podatke.	išgauti; išsiimti	Jis iš ataskaitos išgavo pagrindinius duomenis.	izgūt; izņemt	Viņš no ziņojuma izgūva galvenos datus.	eraldama; välja võtma	Ta eraldas aruandest põhiandmed.	draga út; taka út	Hann dró lykilgögn úr skýrslunni.
4884:体操	体操	体操	gimnastika	Ona trenira gimnastiku od detinjstva.	gimnastika	Gimnastiko vadi že od otroštva.	gimnastika	Ji nuo vaikystės treniruojasi gimnastiką.	vingrošana	Viņa kopš bērnības trenējas vingrošanā.	võimlemine	Ta on lapsepõlvest peale võimlemist harjutanud.	fimleikar	Hún hefur æft fimleika frá barnæsku.
4887:添	添	添	dodati	Molim vas, dodajte mi malo vode.	dodati	Prosimo, dodajte mi malo vode.	pridėti; įpilti	Prašau įpilti man truputį vandens.	pievienot; pieliet	Lūdzu, pielejiet man mazliet ūdens.	lisama	Palun lisage mulle natuke vett.	bæta við	Vinsamlegast bættu smá vatni fyrir mig.
4889:添加	添加	添加	dodati	Softver je dodao nove funkcije.	dodati	Programska oprema je dodala nove funkcije.	pridėti	Programinė įranga pridėjo naujų funkcijų.	pievienot	Programmatūrai tika pievienotas jaunas funkcijas.	lisama	Tarkvara lisas uusi funktsioone.	bæta við	Hugbúnaðurinn bætti við nýjum eiginleikum.
4890:天然	天然	天然	prirodan	Ovde postoje prirodni topli izvori.	naraven	Tukaj so naravni topli vrelci.	natūralus	Čia yra natūralių karštųjų versmių.	dabisks	Šeit ir dabiski karstie avoti.	looduslik	Siin on looduslikud kuumaveeallikad.	náttúrulegur	Hér eru náttúrulegar heitar laugar.
4893:天下	天下	天下	svet; sve pod nebom	Na svetu nema besplatnog ručka.	svet; vse pod nebom	Na svetu ni brezplačnega kosila.	pasaulis; visa po dangumi	Pasaulyje nėra nemokamų pietų.	pasaule; viss zem debesīm	Pasaulē nav bezmaksas pusdienu.	maailm; kõik taeva all	Maailmas pole tasuta lõunaid.	heimurinn; allt undir himninum	Það er enginn ókeypis hádegisverður í heiminum.
4895:田	田	田	njiva; polje	Deda gaji povrće u njivi.	njiva; polje	Dedek goji zelenjavo na njivi.	laukas	Senelis lauke augina daržoves.	tīrums; lauks	Vectēvs audzē dārzeņus tīrumā.	põld	Vanaisa kasvatab põllul köögivilju.	akur	Afi ræktar grænmeti á akrinum.
4898:跳水	跳水	跳水	skokovi u vodu	Kineski tim je veoma jak u skokovima u vodu.	skoki v vodo	Kitajska ekipa je zelo močna v skokih v vodo.	šuoliai į vandenį	Kinijos komanda labai stipri šuolių į vandenį rungtyse.	lekšana ūdenī	Ķīnas komanda ir ļoti spēcīga lekšanā ūdenī.	vettehüpped	Hiina võistkond on vettehüpetes väga tugev.	dýfingar	Kínverska liðið er mjög sterkt í dýfingum.
