simplified	TE	example_TE
知足常乐	సంతృప్తిగా ఉంటే సంతోషం	వృద్ధుడు తరచుగా సంతృప్తిగా ఉంటే సంతోషమని చెబుతాడు.
脂肪	కొవ్వు	నట్స్‌లో ఆరోగ్యకరమైన కొవ్వు ఉంటుంది.
侄子	మేనల్లుడు	నా మేనల్లుడు ఈ సంవత్సరం ప్రాథమిక పాఠశాలలో చేరాడు.
值班	పహారా విధి చేయడం; డ్యూటీలో ఉండడం	నర్స్ ఈ రాత్రి డ్యూటీలో ఉంది.
执行	అమలు చేయడం	న్యాయస్థానం తీర్పును అమలు చేసింది.
执着	పట్టుదలగల; గాఢంగా కట్టుబడి ఉన్న	అతడు తన ఆదర్శాలపై చాలా పట్టుదలగా ఉన్నాడు.
殖民地	వలసప్రాంతం	ఈ ద్వీపం ఒకప్పుడు వలసప్రాంతం.
直播	ప్రత్యక్ష ప్రసారం	ఈ రాత్రి మ్యాచ్ ఆన్‌లైన్‌లో ప్రత్యక్ష ప్రసారం అవుతుంది.
直径	వ్యాసం	ఈ వృత్తం వ్యాసం పది సెంటీమీటర్లు.
职能	పని బాధ్యత; విధి	విభాగం విధులను మళ్లీ విభజించాలి.
职位	పదవి	ఆమె నిర్వహణ పదవికి దరఖాస్తు చేసింది.
职务	పని పదవి; బాధ్యత	అతని బాధ్యత ప్రాజెక్టు పర్యవేక్షకుడు.
指标	లక్ష్య సూచిక	అమ్మకాల లక్ష్యం ఇప్పటికే పూర్తైంది.
指定	నిర్దేశించడం; నియమించడం	గురువు అతడిని ప్రశ్నకు సమాధానం చెప్పమని నియమించాడు.
指甲	గోరు	ఆమె గోర్లను చిన్నగా కత్తిరించింది.
指令	ఆదేశం	కంప్యూటర్ కొత్త ఆదేశాన్ని స్వీకరించింది.
指南针	దిక్సూచి	పర్వతారోహకుడు దిక్సూచిని తీసుకెళ్లాడు.
指示	సూచన; ఆదేశం	మేనేజర్ స్పష్టమైన సూచనలు ఇచ్చాడు.
指望	ఆశ పెట్టుకోవడం; ఆధారపడడం	ఇది నీకోసం ఇతరులు పూర్తిచేస్తారని ఆశ పెట్టుకోకు.
指责	విమర్శించడం; నిందించడం	ప్రజలు పర్యావరణాన్ని కలుషితం చేసిన కంపెనీని విమర్శించారు.
制裁	ఆంక్షలు; శిక్షించడం	అంతర్జాతీయ సమాజం ఆర్థిక ఆంక్షలు విధించింది.
制服	యూనిఫాం; అదుపులోకి తేవడం	భద్రతా సిబ్బంది గాఢ నీలం యూనిఫాం ధరించాడు.
制约	పరిమితం చేయడం	నిధుల కొరత అభివృద్ధిని పరిమితం చేస్తుంది.
制止	ఆపివేయడం	పోలీసులు ఘర్షణను సమయానికి ఆపివేశారు.
志气	మహత్తర ఆకాంక్ష; ధైర్యసంకల్పం	యువకులకు మహత్తర ఆకాంక్ష ఉండాలి.
智力	మేధస్సు	ఆటలు మేధస్సును శిక్షణ ఇవ్వగలవు.
智能	తెలివైన; స్మార్ట్	స్మార్ట్ పరికరాలు మరింత సాధారణమవుతున్నాయి.
智商	మేధస్సు స్థాయి	మేధస్సు స్థాయి అన్నింటినీ నిర్ణయించదు.
