simplified	MY	example_MY
治疗	ကုသသည်	ဆရာဝန်သည် လူနာကို ကုသနေသည်။
秩序	စည်းကမ်းအစီအစဉ်	ကျေးဇူးပြု၍ စည်းကမ်းအစီအစဉ်ကို ထိန်းသိမ်းပါ။
至今	ယနေ့အထိ	ဒီပြဿနာကို ယနေ့အထိ မဖြေရှင်းရသေးပါ။
至于	နှင့်ပတ်သက်၍	ကုန်ကျစရိတ်နှင့်ပတ်သက်၍ မနက်ဖြန် ဆွေးနွေးမည်။
中介	ကြားခံအေဂျင်စီ	သူသည် ကြားခံအေဂျင်စီမှတစ်ဆင့် တိုက်ခန်းကို ငှားခဲ့သည်။
中心	ဗဟို	ဆေးရုံသည် မြို့လယ်ဗဟိုတွင် ရှိသည်။
中旬	လလယ်ပိုင်း	အစည်းအဝေးကို မေလလယ်ပိုင်းတွင် စီစဉ်ထားသည်။
种类	အမျိုးအစား	ဒီနေရာတွင် သစ်သီးအမျိုးအစားများစွာ ရှိသည်။
重大	ကြီးမားသော; အရေးကြီးသော	ဒါသည် အရေးကြီးသော ဆုံးဖြတ်ချက် ဖြစ်သည်။
重量	အလေးချိန်	ဒီသေတ္တာ၏ အလေးချိန် ဘယ်လောက်လဲ။
周到	စေ့စပ်သေချာသော	သူ၏ ဝန်ဆောင်မှုသည် အလွန်စေ့စပ်သေချာသည်။
猪	ဝက်	မွေးမြူရေးခြံမှာ ဝက်များ အများကြီးရှိသည်။
竹子	ဝါး	ပန်ဒါများသည် ဝါးစားရတာကို နှစ်သက်သည်။
逐步	အဆင့်ဆင့်	အစီအစဉ်ကို အဆင့်ဆင့် အကောင်အထည်ဖော်မည်။
逐渐	ဖြည်းဖြည်းချင်း	ရာသီဥတုသည် ဖြည်းဖြည်းချင်း ပိုအေးလာသည်။
主持	ဦးဆောင်ကျင်းပသည်	သူမသည် ဒီနေ့အစည်းအဝေးကို ဦးဆောင်ကျင်းပနေသည်။
主动	အစပြု၍; တက်ကြွစွာ	သူသည် အတန်းဖော်ကို အစပြု၍ ကူညီခဲ့သည်။
主观	ပုဂ္ဂိုလ်ရေးအမြင်ဆန်သော	ဒီအကဲဖြတ်ချက်သည် နည်းနည်း ပုဂ္ဂိုလ်ရေးအမြင်ဆန်သည်။
主人	အိမ်ရှင်	အိမ်ရှင်သည် ကျွန်ုပ်တို့ကို နွေးထွေးစွာ ကြိုဆိုခဲ့သည်။
主任	ဌာနမှူး; ဒါရိုက်တာ	ဌာနမှူးသည် ရုံးခန်းထဲတွင် ရှိသည်။
主题	အကြောင်းအရာ	ဒီနေ့ ဆွေးနွေးမည့် အကြောင်းအရာမှာ ပတ်ဝန်းကျင်ထိန်းသိမ်းရေး ဖြစ်သည်။
主席	ဥက္ကဋ္ဌ	ဥက္ကဋ္ဌသည် အစည်းအဝေးစတင်ကြောင်း ကြေညာခဲ့သည်။
主张	ထောက်ခံအဆိုပြုသည်	သူသည် ယာဉ်ကြောပြဿနာကို အရင်ဖြေရှင်းရန် ထောက်ခံအဆိုပြုသည်။
煮	ပြုတ်သည်; ချက်သည်	အမေသည် ခေါက်ဆွဲ ပြုတ်နေသည်။
注册	မှတ်ပုံတင်သည်	အသုံးပြုသူအသစ်များသည် အရင် မှတ်ပုံတင်ရန် လိုသည်။
祝福	ဆုမွန်ကောင်း	မိတ်ဆွေများသည် ဆုမွန်ကောင်းများ ပို့ခဲ့ကြသည်။
抓	ဖမ်းဆုပ်သည်	ကလေးသည် အမေ၏ လက်ကို ဖမ်းဆုပ်လိုက်သည်။
抓紧	အချိန်ကို အကျိုးရှိစွာ အသုံးချသည်	ကျွန်ုပ်တို့ အချိန်ကို အကျိုးရှိစွာ အသုံးချရန် လိုသည်။
专家	ကျွမ်းကျင်ပညာရှင်	ကျွမ်းကျင်ပညာရှင်သည် အကြံပြုချက်များ ပေးခဲ့သည်။
专心	အာရုံစိုက်သော	အတန်းထဲတွင် အာရုံစိုက်၍ နားထောင်သင့်သည်။
转变	ပြောင်းလဲမှု	သူ၏ သဘောထား ပြောင်းလဲသွားသည်။
转告	ပြန်လည်ပြောကြားသည်	ကျေးဇူးပြု၍ မနက်ဖြန် အစည်းအဝေးရှိကြောင်း သူ့ကို ပြန်လည်ပြောကြားပါ။
装	ထည့်သည်; တပ်ဆင်သည်	ကျေးဇူးပြု၍ စာအုပ်များကို အိတ်ထဲ ထည့်ပါ။
装饰	အလှဆင်သည်	သူတို့သည် အခန်းကို ပန်းများဖြင့် အလှဆင်ခဲ့ကြသည်။
装修	ပြင်ဆင်အလှဆင်သည်	အိမ်အသစ်ကို ပြင်ဆင်အလှဆင်နေသည်။
撞	တိုက်မိသည်	လမ်းဆုံမှာ ကားနှစ်စီး တိုက်မိခဲ့သည်။
状况	အခြေအနေ	လက်ရှိအခြေအနေသည် အတော်လေး တည်ငြိမ်သည်။
状态	အခြေအနေ	ဒီနေ့ သူ၏ အခြေအနေ ကောင်းသည်။
追	လိုက်သည်	ကလေးသည် နောက်ကနေ ခွေးကလေးကို လိုက်နေသည်။
追求	လိုက်လံရှာဖွေသည်; ကြိုးပမ်းသည်	သူသည် မိမိအိပ်မက်ကို အမြဲလိုက်လံရှာဖွေခဲ့သည်။
咨询	အကြံဉာဏ်တောင်းသည်	သင်သည် ကျွမ်းကျင်ဆရာဝန်ထံ အကြံဉာဏ်တောင်းနိုင်သည်။
姿势	အနေအထား	ကျေးဇူးပြု၍ မှန်ကန်သော အနေအထားကို ထိန်းထားပါ။
资格	အရည်အချင်း	သူသည် ပြိုင်ပွဲတွင် ပါဝင်ရန် အရည်အချင်းရှိသည်။
资金	ရန်ပုံငွေ	စီမံကိန်းသည် ရန်ပုံငွေ ပိုလိုအပ်သည်။
资料	အချက်အလက်ပစ္စည်း	ကျေးဇူးပြု၍ အချက်အလက်ပစ္စည်းများကို ကျွန်တော့်ထံ ပို့ပါ။
资源	အရင်းအမြစ်	ရေသည် အရေးကြီးသော သဘာဝအရင်းအမြစ် ဖြစ်သည်။
紫	ခရမ်းရောင်	သူမသည် ခရမ်းရောင်ကို နှစ်သက်သည်။
字母	အက္ခရာ	အင်္ဂလိပ်ဘာသာတွင် အက္ခရာ နှစ်ဆယ့်ခြောက်လုံးရှိသည်။
字幕	စာတန်းထိုး	ဒီရုပ်ရှင်တွင် တရုတ်စာတန်းထိုး ပါသည်။
自从	မှစ၍	ဘွဲ့ရပြီးမှစ၍ သူသည် ရှားရှားပါးပါး ပြန်လာသည်။
自动	အလိုအလျောက်	ဒီတံခါးသည် အလိုအလျောက် ပွင့်သည်။
自豪	ဂုဏ်ယူသော	ကျွန်တော် မိမိတိုးတက်မှုအတွက် ဂုဏ်ယူသည်။
自觉	ကိုယ့်အသိစိတ်ဖြင့်	သူသည် အိမ်စာကို ကိုယ့်အသိစိတ်ဖြင့် ပြီးမြောက်စေခဲ့သည်။
