simplified	LO	example_LO
压岁钱	ເງິນອັ່ງເປົາ	ເດັກນ້ອຍໄດ້ຮັບເງິນອັ່ງເປົາ.
压缩	ບີບອັດ	ໂປຣແກຣມສາມາດບີບອັດຂະໜາດຮູບພາບ.
压抑	ກົດກັ້ນ	ລາວພະຍາຍາມກົດກັ້ນຄວາມໂມໂຫໃນໃຈ.
压榨	ບີບຄັ້ນ	ເຄື່ອງຈັກກຳລັງບີບຄັ້ນນ້ຳອ້ອຍ.
压制	ກົດລົງ	ຢາສາມາດກົດອາການເຈັບລົງໄດ້.
鸦雀无声	ງຽບສະຫງັດ	ຫຼັງຈາກຄູເຂົ້າມາ ຫ້ອງຮຽນກໍງຽບສະຫງັດ.
亚军	ຮອງຊະນະເລີດ	ນາງໄດ້ຮັບຮອງຊະນະເລີດໃນການແຂ່ງຂັນ.
淹没	ຖ້ວມຈົມ	ນ້ຳຖ້ວມຈົມບ້ານໃນພື້ນທີ່ຕ່ຳ.
烟花爆竹	ດອກໄມ້ໄຟແລະປະທັດ	ໃນຊ່ວງງານບຸນຫ້າມຈຸດດອກໄມ້ໄຟແລະປະທັດ.
严峻	ຮ້າຍແຮງ	ສະພາບການຈ້າງງານຍັງຮ້າຍແຮງ.
严寒	ໜາວຈັດ	ອາກາດໜາວຈັດກະທົບການຈະລາຈອນ.
严禁	ຫ້າມຢ່າງເດັດຂາດ	ບ່ອນນີ້ຫ້າມສູບຢາຢ່າງເດັດຂາດ.
严厉	ເຂັ້ມງວດ	ຄູຕຳໜິລາວຢ່າງເຂັ້ມງວດ.
严密	ເຂັ້ມແຂງຮັດກຸມ	ຄັງສິນຄ້າມີການກວດກາເຂັ້ມແຂງຮັດກຸມ.
岩石	ຫີນ	ຫີນແຄມທະເລແຂງຫຼາຍ.
延期	ເລື່ອນເວລາ	ກອງປະຊຸມຖືກເລື່ອນເວລາໄປອາທິດໜ້າ.
延伸	ຂະຫຍາຍອອກໄປ	ຖະໜົນຂະຫຍາຍອອກໄປທາງເໜືອ.
延续	ສືບຕໍ່	ປະເພນີນີ້ສືບຕໍ່ມາເປັນຮ້ອຍປີ.
沿海	ຕາມຊາຍຝັ່ງ	ເມືອງຕາມຊາຍຝັ່ງມີການຄ້າເຈີຣິນ.
炎热	ຮ້ອນອົບອ້າວ	ອາກາດຮ້ອນອົບອ້າວເຮັດໃຫ້ຄົນເມື່ອຍ.
言论	ຄຳເຫັນ	ປະຊາຊົນໃຫ້ຄວາມສົນໃຈຄຳເຫັນຂອງລາວ.
掩盖	ປົກປິດ	ລາວພະຍາຍາມປົກປິດຄວາມຜິດພາດ.
掩护	ຄຸ້ມກັນ	ເພື່ອນຮ່ວມທີມຮັບຜິດຊອບຄຸ້ມກັນການຖອນຕົວ.
掩饰	ປິດບັງ	ນາງພະຍາຍາມປິດບັງຄວາມຕື່ນເຕັ້ນ.
演变	ປ່ຽນແປງພັດທະນາ	ໂຄງຮ່າງເມືອງປ່ຽນແປງພັດທະນາຢ່າງຕໍ່ເນື່ອງ.
演习	ການຝຶກຊ້ອມ	ໂຮງຮຽນຈັດການຝຶກຊ້ອມດັບເພີງ.
演绎	ອະທິບາຍສາທິດ	ຄູອະທິບາຍສາທິດທິດສະດີນີ້.
演奏	ບັນເລງ	ວົງດົນຕີກຳລັງບັນເລງດົນຕີຄລາສສິກ.
眼光	ສາຍຕາມຸມມອງ	ສາຍຕາມຸມມອງດ້ານການລົງທຶນຂອງລາວດີຫຼາຍ.
眼色	ສັນຍານທາງສາຍຕາ	ນາງໃຫ້ສັນຍານທາງສາຍຕາແກ່ເພື່ອນຮ່ວມງານ.
眼神	ແວວຕາ	ແວວຕາຂອງລາວແນ່ວແນ່ຫຼາຍ.
厌恶	ລັງກຽດ	ລາວລັງກຽດພຶດຕິກຳຫຼອກລວງ.
验收	ກວດຮັບ	ຫຼັງຈາກໂຄງການສຳເລັດຕ້ອງມີການກວດຮັບ.
验证	ພິສູດຢືນຢັນ	ການທົດລອງພິສູດຢືນຢັນສົມມຸດຖານ.
氧气	ອອກຊີເຈນ	ຄົນເຈັບຕ້ອງການສູດອອກຊີເຈນ.
样品	ຕົວຢ່າງສິນຄ້າ	ລູກຄ້າໄດ້ຮັບຕົວຢ່າງສິນຄ້າ.
摇摆	ແກວ່ງໄກວ	ເຮືອນ້ອຍແກວ່ງໄກວຢູ່ໃນຄື້ນລົມ.
摇滚	ຣັອກ	ຄົນໜຸ່ມມັກດົນຕີຣັອກ.
谣言	ຂ່າວລື	ຢ່າແຜ່ຂ່າວລືທີ່ຍັງບໍ່ຖືກຢືນຢັນ.
遥控	ຄວບຄຸມທາງໄກ	ລາວໃຊ້ໂທລະສັບຄວບຄຸມແອທາງໄກ.
遥远	ໄກຫ່າງ	ບ້ານນັ້ນໄກຫ່າງຈາກເມືອງຫຼາຍ.
耀眼	ແສບຕາ	ແສງຕາເວັນສ່ອງແສບຕາຫຼາຍ.
要点	ຈຸດສຳຄັນ	ກະລຸນາບັນທຶກຈຸດສຳຄັນຂອງການປະຊຸມ.
要命	ອັນຕະລາຍຫຼາຍ	ທາງພູເສັ້ນນີ້ອັນຕະລາຍຫຼາຍ.
要素	ປັດໃຈສຳຄັນ	ຄວາມໄວ້ວາງໃຈແມ່ນປັດໃຈສຳຄັນຂອງການຮ່ວມມື.
野蛮	ປ່າເຖື່ອນ	ລາວຄັດຄ້ານການບັງຄັບໃຊ້ກົດໝາຍແບບປ່າເຖື່ອນ.
野心	ຄວາມທະເຍີທະຍານ	ຄວາມທະເຍີທະຍານທາງການເມືອງຂອງລາວຊັດເຈນຫຼາຍ.
液体	ຂອງແຫຼວ	ຂອງແຫຼວຊະນິດນີ້ບໍ່ມີສີ.
一流	ຊັ້ນໜຶ່ງ	ໂຮງໝໍແຫ່ງນີ້ມີອຸປະກອນຊັ້ນໜຶ່ງ.
一如既往	ເໝືອນເດີມຕະຫຼອດມາ	ລາວສະໜັບສະໜູນພວກເຮົາເໝືອນເດີມຕະຫຼອດມາ.
依旧	ຍັງຄົງ	ຝົນຢຸດແລ້ວ ແຕ່ຖະໜົນຍັງຄົງຊຸ່ມ.
依据	ອີງຕາມ	ຄຳຕັດສິນຕ້ອງອີງຕາມກົດໝາຍ.
依靠	ອາໄສ	ພວກເຂົາອາໄສກະສິກຳໃນການດຳລົງຊີວິດ.
依赖	ພຶ່ງພາ	ເດັກນ້ອຍບໍ່ຄວນພຶ່ງພາພໍ່ແມ່ເກີນໄປ.
依托	ອາໄສພື້ນຖານ	ໂຄງການນີ້ອາໄສພື້ນຖານຊັບພະຍາກອນທ້ອງຖິ່ນໃນການພັດທະນາ.
衣裳	ເສື້ອຜ້າ	ນາງປ່ຽນໃສ່ເສື້ອຜ້າສະອາດ.
一度	ເຄີຍຊ່ວງໜຶ່ງ	ບໍລິສັດເຄີຍຊ່ວງໜຶ່ງເຜີຊີນກັບການລົ້ມລະລາຍ.
一贯	ສະເໝີມາ	ລາວຄັດຄ້ານການສິ້ນເປືອງສະເໝີມາ.
一目了然	ເຫັນຊັດເຈນທັນທີ	ເນື້ອຫາໃນຕາຕະລາງເຫັນຊັດເຈນທັນທີ.
一向	ໂດຍຕະຫຼອດ	ນາງຮັກສາເວລາໂດຍຕະຫຼອດ.
仪器	ເຄື່ອງມືວັດແທກ	ຫ້ອງທົດລອງຊື້ເຄື່ອງມືວັດແທກໃໝ່.
仪式	ພິທີ	ພິທີຈົບການສຶກສາຈັດຂຶ້ນມື້ອື່ນ.
疑惑	ສົງໄສ	ນັກຮຽນຮູ້ສຶກສົງໄສຕໍ່ຄຳຕອບ.
遗产	ມໍລະດົກ	ເມືອງເກົ່ານີ້ແມ່ນມໍລະດົກວັດທະນະທຳ.
遗传	ຖ່າຍທອດທາງພັນທຸກຳ	ໂຣກນີ້ອາດຖ່າຍທອດທາງພັນທຸກຳ.
遗留	ຫຼົງເຫຼືອຈາກອະດີດ	ບັນຫາທີ່ຫຼົງເຫຼືອຈາກອະດີດຕ້ອງຖືກແກ້ໄຂ.
遗失	ເຮັດເສຍ	ຜູ້ໂດຍສານເຮັດໜັງສືຜ່ານແດນເສຍ.
以便	ເພື່ອໃຫ້	ກະລຸນາຝາກເບີໂທໄວ້ເພື່ອໃຫ້ຕິດຕໍ່ໄດ້.
以免	ເພື່ອຫຼີກລ້ຽງ	ອອກເດີນທາງໄວໜ່ອຍເພື່ອຫຼີກລ້ຽງການມາຊ້າ.
以往	ແຕ່ກ່ອນ	ປະສົບການແຕ່ກ່ອນຄວນນຳມາອ້າງອີງ.
以至	ຈົນໄປເຖິງ	ຂອບເຂດຂະຫຍາຍໄປຊຸມຊົນ ຈົນໄປເຖິງທົ່ວເມືອງ.
以致	ຈົນເຮັດໃຫ້	ຝົນຕົກໜັກຕໍ່ເນື່ອງ ຈົນເຮັດໃຫ້ຖະໜົນຂາດ.
一帆风顺	ລາບລື່ນຕະຫຼອດ	ການເລີ່ມທຸລະກິດບໍ່ອາດລາບລື່ນຕະຫຼອດໄປ.
一举两得	ໄດ້ຜົນສອງຢ່າງໃນຄັ້ງດຽວ	ຂີ່ລົດຖີບໄປເຮັດວຽກໄດ້ຜົນສອງຢ່າງໃນຄັ້ງດຽວ.
一丝不苟	ລະອຽດຮອບຄອບບໍ່ປະໝາດ	ວິສະວະກອນກວດສາຍໄຟຢ່າງລະອຽດຮອບຄອບບໍ່ປະໝາດ.
亦	ກໍເຊັ່ນກັນ	ລາວກໍເຊັ່ນກັນເຫັນດີກັບແຜນນີ້.
异常	ຜິດປົກກະຕິ	ລະບົບເກີດສະພາບຜິດປົກກະຕິ.
意料	ການຄາດໝາຍ	ຜົນລັບອອກນອກການຄາດໝາຍທັງໝົດ.
意识	ຕະໜັກຮູ້	ລາວຄ່ອຍໆຕະໜັກຮູ້ວ່າບັນຫາຮ້າຍແຮງ.
意图	ເຈດຕະນາ	ຕຳຫຼວດມອງອອກເຈດຕະນາຂອງລາວ.
意味着	ໝາຍຄວາມວ່າ	ການງຽບບໍ່ໄດ້ໝາຍຄວາມວ່າເຫັນດີ.
意向	ຄວາມຕັ້ງໃຈ	ທັງສອງຝ່າຍສະແດງຄວາມຕັ້ງໃຈຈະຮ່ວມມື.
意志	ຈິດໃຈມຸ່ງໝັ້ນ	ຄວາມລຳບາກທົດສອບຈິດໃຈມຸ່ງໝັ້ນຂອງຄົນ.
毅力	ຄວາມອົດທົນມຸ່ງໝັ້ນ	ຄວາມສຳເລັດຕ້ອງການຄວາມອົດທົນມຸ່ງໝັ້ນລະຍະຍາວ.
毅然	ຢ່າງແນ່ວແນ່	ນາງອອກຈາກບໍລິສັດຢ່າງແນ່ວແນ່.
翼	ປີກ	ປີກຂອງເຮືອບິນຖືກກວດສອບ.
阴谋	ແຜນຮ້າຍ	ພວກເຂົາເປີດໂປງແຜນຮ້າຍນີ້.
音响	ເຄື່ອງສຽງ	ຜົນສຽງຂອງເຄື່ອງສຽງໃນຫ້ອງຮັບແຂກດີຫຼາຍ.
引导	ຊີ້ນຳ	ຄູຊີ້ນຳນັກຮຽນໃຫ້ຄິດ.
引擎	ເຄື່ອງຈັກຍົນ	ເຄື່ອງຈັກຍົນຂອງລົດດັບກະທັນຫັນ.
引用	ອ້າງອີງ	ບົດວິຈັຍອ້າງອີງເອກະສານຈຳນວນຫຼາຍ.
隐蔽	ຫຼົບຊ່ອນ	ທະຫານຫຼົບຊ່ອນຢູ່ໃນປ່າ.
隐患	ຄວາມສ່ຽງທີ່ຊ່ອນຢູ່	ສາຍໄຟເກົ່າມີຄວາມສ່ຽງທີ່ຊ່ອນຢູ່ດ້ານຄວາມປອດໄພ.
隐瞒	ປິດບັງ	ລາວບໍ່ໄດ້ປິດບັງຄວາມຈິງ.
隐私	ຄວາມເປັນສ່ວນຕົວ	ບໍລິສັດຕ້ອງປົກປ້ອງຄວາມເປັນສ່ວນຕົວຂອງຜູ້ໃຊ້.
隐约	ລາງໆ	ໄກອອກໄປມີສຽງເພງດັງມາລາງໆ.
饮食	ອາຫານການກິນ	ອາຫານການກິນທີ່ດີຕໍ່ສຸຂະພາບຊ່ວຍການຟື້ນຕົວ.
婴儿	ເດັກອ່ອນ	ເດັກອ່ອນກຳລັງນອນຢ່າງສະຫງົບ.
英明	ສະຫຼາດຮອບຄອບ	ຜູ້ນຳຕັດສິນໃຈຢ່າງສະຫຼາດຮອບຄອບ.
英勇	ກ້າຫານ	ນັກດັບເພີງຊ່ວຍເດັກອອກມາຢ່າງກ້າຫານ.
盈利	ມີກຳໄລ	ປີນີ້ບໍລິສັດເລີ່ມມີກຳໄລ.
迎面	ປະທະໜ້າ	ລົມໜາວພັດປະທະໜ້າ.
应酬	ງານສັງຄົມ	ຄືນນີ້ລາວມີງານສັງຄົມຫຼາຍ.
应邀	ຕາມຄຳເຊີນ	ຜູ້ຊ່ຽວຊານເຂົ້າຮ່ວມເວທີຕາມຄຳເຊີນ.
庸俗	ຕ່ຳຊ້າບໍ່ມີລະດັບ	ເນື້ອຫາໂຄສະນານີ້ຕ່ຳຊ້າບໍ່ມີລະດັບ.
拥护	ສະໜັບສະໜູນ	ທຸກຄົນສະໜັບສະໜູນນະໂຍບາຍໃໝ່.
拥有	ມີຄອບຄອງ	ລາວມີປະສົບການຫຼາຍຄອບຄອງຢູ່.
勇于	ກ້າທີ່ຈະ	ຄົນໜຸ່ມຕ້ອງກ້າທີ່ຈະລອງ.
永恒	ນິລັນດອນ	ຄວາມຮັກບໍ່ໄດ້ນິລັນດອນບໍ່ປ່ຽນແປງສະເໝີ.
涌现	ປາກົດຂຶ້ນຫຼາຍ	ຄູດີໆປາກົດຂຶ້ນຫຼາຍຈາກທົ່ວທຸກບ່ອນ.
踊跃	ຢ່າງກະຕືລືລົ້ນ	ຊາວບ້ານລົງຊື່ເຂົ້າຮ່ວມກິດຈະກຳຢ່າງກະຕືລືລົ້ນ.
用户	ຜູ້ໃຊ້	ຜູ້ໃຊ້ສາມາດແກ້ໄຂລະຫັດຜ່ານໄດ້.
优胜劣汰	ຜູ້ເກັ່ງຢູ່ລອດຜູ້ອ່ອນຖືກຄັດອອກ	ການແຂ່ງຂັນຕະຫຼາດສະທ້ອນຜູ້ເກັ່ງຢູ່ລອດຜູ້ອ່ອນຖືກຄັດອອກ.
优先	ກ່ອນອື່ນ	ຜູ້ເຖົ້າສາມາດດຳເນີນການກ່ອນອື່ນ.
优异	ດີເລີດ	ນາງໄດ້ຜົນງານດີເລີດ.
优越	ໄດ້ປຽບ	ທີ່ນີ້ມີທຳເລທີ່ໄດ້ປຽບ.
忧郁	ເສົ້າຫມອງ	ສີໜ້າຂອງລາວເບິ່ງເສົ້າຫມອງ.
油腻	ມັນເລີ່ມ	ອາຫານຈານນີ້ມັນເລີ່ມເກີນໄປ.
油漆	ສີທາ	ຄົນງານກຳລັງທາສີທາໃສ່ປະຕູ.
犹如	ເໝືອນດັ່ງ	ຜິວນ້ຳທະເລສາບເໝືອນດັ່ງກະຈົກ.
有条不紊	ມີລະບຽບບໍ່ວຸ່ນວາຍ	ການປະຊຸມດຳເນີນໄປຢ່າງມີລະບຽບບໍ່ວຸ່ນວາຍ.
幼稚	ອ່ອນເດັກ	ຄວາມຄິດນີ້ອ່ອນເດັກໜ່ອຍ.
诱惑	ສິ່ງລໍ້ໃຈ	ໂຄສະນາເຕັມໄປດ້ວຍສິ່ງລໍ້ໃຈໃຫ້ບໍລິໂພກ.
愚蠢	ໂງ່ເຂົາ	ການຕັດສິນໃຈນີ້ໂງ່ເຂົາຫຼາຍ.
愚昧	ໂງ່ງົມ	ຄວາມຄິດໂງ່ງົມຂັດຂວາງຄວາມກ້າວໜ້າ.
渔民	ຊາວປະມົງ	ຊາວປະມົງອອກທະເລຫາປາແຕ່ເຊົ້າ.
舆论	ມະຫາຊົນວິຈານ	ມະຫາຊົນວິຈານມີຜົນຕໍ່ຄະດີນີ້ຫຼາຍ.
与日俱增	ເພີ່ມຂຶ້ນທຸກມື້	ຈຳນວນນັກທ່ອງທ່ຽວເພີ່ມຂຶ້ນທຸກມື້.
宇宙	ຈັກກະວານ	ມະນຸດສຳຫຼວດຈັກກະວານຢ່າງບໍ່ຢຸດ.
羽绒服	ເສື້ອຂົນເປັດ	ລະດູໜາວຕ້ອງໃສ່ເສື້ອຂົນເປັດ.
寓言	ນິທານສອນໃຈ	ນິທານສອນໃຈເລື່ອງນີ້ມີຄວາມໝາຍດ້ານການສຶກສາ.
愈	ຍິ່ງ	ອາການປ່ວຍຍິ່ງດີຂຶ້ນ.
欲望	ຄວາມຢາກ	ລາວຄວບຄຸມຄວາມຢາກຊື້ຂອງໄດ້.
