hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
4763:身心	身心	身心	ciało i umysł	Ćwiczenia są dobre dla zdrowia ciała i umysłu.	lichaam en geest	Beweging is goed voor lichaam en geest.	kropp och själ	Motion är bra för kropp och själ.	kropp og sinn	Trening er bra for kropp og sinn.	krop og sind	Motion er godt for krop og sind.	keho ja mieli	Liikunta tekee hyvää keholle ja mielelle.
4764:深夜	深夜	深夜	późna noc	Późną nocą ulica była bardzo cicha.	diepe nacht; laat op de avond	Diep in de nacht is de straat erg stil.	sen natt	Sent på natten är gatan mycket tyst.	sen natt; dypt på natten	Sent på natten er gaten veldig stille.	sen nat; dybt om natten	Sent om natten er gaden meget stille.	myöhäinen yö	Myöhään yöllä katu on hyvin hiljainen.
4765:神	神	神	bóg; duch	Dawni ludzie wierzyli, że w górach mieszkają duchy.	god; geest	Vroeger geloofde men dat er geesten in de bergen woonden.	gud; ande	Förr trodde människor att det fanns andar i bergen.	gud; ånd	Folk i gamle dager trodde det fantes ånder i fjellene.	gud; ånd	Folk i oldtiden troede, at der var ånder i bjergene.	jumala; henki	Muinaiset ihmiset uskoivat, että vuorilla oli henkiä.
4770:生成	生成	生成	generować; utworzyć	System automatycznie wygeneruje raport.	genereren; aanmaken	Het systeem genereert automatisch een rapport.	generera; skapa	Systemet genererar automatiskt en rapport.	generere; opprette	Systemet genererer automatisk en rapport.	generere; oprette	Systemet genererer automatisk en rapport.	luoda; generoida	Järjestelmä luo raportin automaattisesti.
4772:生命力	生命力	生命力	żywotność; siła życia	Ta roślina ma dużą żywotność.	levenskracht; vitaliteit	Deze plant heeft veel levenskracht.	livskraft; vitalitet	Den här växten har stark livskraft.	livskraft; vitalitet	Denne planten har sterk livskraft.	livskraft; vitalitet	Denne plante har stor livskraft.	elinvoima	Tällä kasvilla on vahva elinvoima.
4774:升学	升学	升学	iść do wyższej szkoły; kontynuować naukę	Wielu uczniów przygotowuje się do dalszej nauki.	doorstromen naar een hogere school	Veel leerlingen bereiden zich voor op vervolgonderwijs.	gå vidare till högre utbildning	Många elever förbereder sig för att gå vidare i skolan.	gå videre til høyere skole	Mange elever forbereder seg på videre skolegang.	gå videre til højere uddannelse	Mange elever forbereder sig på videre skolegang.	jatkaa opintoja ylemmällä tasolla	Monet oppilaat valmistautuvat jatko-opintoihin.
4775:剩余	剩余	剩余	pozostały	Zostało już niewiele biletów.	resterend; overgebleven	Er zijn nog maar weinig resterende tickets.	återstående	Det finns inte många biljetter kvar.	gjenværende	Det er ikke mange billetter igjen.	resterende; tilbageværende	Der er ikke mange billetter tilbage.	jäljellä oleva	Lippuja on jäljellä enää vähän.
4776:诗词	诗词	诗词	poezja klasyczna; wiersze	Dziadek lubi czytać dawną poezję.	klassieke poëzie; gedichten	Opa leest graag klassieke gedichten.	klassisk poesi; dikter	Farfar tycker om att läsa klassisk poesi.	klassisk poesi; dikt	Bestefar liker å lese klassisk poesi.	klassisk poesi; digte	Bedstefar kan lide at læse klassisk poesi.	klassinen runous	Isoisä lukee mielellään vanhaa runoutta.
4777:湿度	湿度	湿度	wilgotność	Wilgotność powietrza jest dziś wysoka.	luchtvochtigheid	De luchtvochtigheid is vandaag hoog.	luftfuktighet	Luftfuktigheten är hög i dag.	luftfuktighet	Luftfuktigheten er høy i dag.	luftfugtighed	Luftfugtigheden er høj i dag.	ilmankosteus	Ilmankosteus on tänään korkea.
4778:师父	师父	师父	mistrz; nauczyciel rzemiosła	Uczył się stolarki u mistrza.	meester; leermeester	Hij leerde houtbewerking van zijn leermeester.	mästare; mentor	Han lärde sig snickeri av sin mästare.	mester; læremester	Han lærte snekring av læremesteren sin.	mester; læremester	Han lærte tømrerarbejde af sin læremester.	mestari; opettaja	Hän opetteli puutyötä mestarinsa johdolla.
4779:诗歌	诗歌	诗歌	wiersz; poezja	Ten wiersz wyraża tęsknotę za domem.	gedicht; poëzie	Dit gedicht drukt heimwee uit.	dikt; poesi	Den här dikten uttrycker hemlängtan.	dikt; poesi	Dette diktet uttrykker hjemlengsel.	digt; poesi	Dette digt udtrykker hjemve.	runo; runous	Tämä runo ilmaisee koti-ikävää.
4781:识	识	识	znać; rozpoznawać	On zna niewiele znaków pisma.	kennen; herkennen	Hij kent niet veel schrifttekens.	känna igen; kunna	Han kan inte många skrivtecken.	kjenne igjen; kunne	Han kan ikke mange skrifttegn.	kende; genkende	Han kender ikke mange skrifttegn.	tuntea; tunnistaa	Hän tuntee vain vähän kirjoitusmerkkejä.
4789:实时	实时	实时	w czasie rzeczywistym	System aktualizuje dane w czasie rzeczywistym.	realtime; direct	Het systeem werkt de gegevens direct bij.	i realtid	Systemet uppdaterar data i realtid.	i sanntid	Systemet oppdaterer data i sanntid.	i realtid	Systemet opdaterer data i realtid.	reaaliaikainen	Järjestelmä päivittää tiedot reaaliajassa.
4790:时速	时速	时速	prędkość na godzinę	Prędkość tego samochodu przekracza sto kilometrów na godzinę.	snelheid per uur	Deze auto rijdt harder dan honderd kilometer per uur.	hastighet per timme	Bilens hastighet överstiger hundra kilometer i timmen.	hastighet i timen	Denne bilen har en hastighet på over hundre kilometer i timen.	hastighed i timen	Denne bils hastighed er over hundrede kilometer i timen.	tuntinopeus	Tämän auton nopeus ylittää sata kilometriä tunnissa.
4792:食欲	食欲	食欲	apetyt	Po chorobie nie miał apetytu.	eetlust	Na zijn ziekte had hij geen eetlust.	aptit	Efter sjukdomen hade han ingen aptit.	appetitt	Etter sykdommen hadde han ingen appetitt.	appetit	Efter sygdommen havde han ingen appetit.	ruokahalu	Sairastumisen jälkeen hänellä ei ollut ruokahalua.
4795:使劲	使劲	使劲	użyć siły; mocno	Popchnij mocno drzwi.	kracht zetten; hard duwen	Duw de deur hard open.	ta i; använda kraft	Ta i och skjut upp dörren.	ta i; bruke kraft	Ta i og dytt døren opp.	tage fat; bruge kræfter	Tag fat og skub døren op.	käyttää voimaa; ponnistaa	Työnnä ovi auki voimalla.
4797:适度	适度	适度	umiarkowany; odpowiedni stopień	Umiarkowany ruch pomaga zdrowiu.	matig; in passende mate	Matige beweging is goed voor de gezondheid.	måttlig; lagom	Måttlig motion är bra för hälsan.	moderat; passe	Moderat trening er bra for helsen.	moderat; passende	Moderat motion gavner helbredet.	kohtuullinen; sopiva määrä	Kohtuullinen liikunta edistää terveyttä.
4800:事后	事后	事后	po fakcie; później	Po fakcie wyjaśnił przyczynę.	achteraf; daarna	Achteraf legde hij de reden uit.	efteråt	Efteråt förklarade han orsaken.	etterpå	Etterpå forklarte han årsaken.	bagefter	Bagefter forklarede han årsagen.	jälkikäteen; sen jälkeen	Jälkikäteen hän selitti syyn.
4801:视觉	视觉	视觉	wzrok; wizualny	Ten film ma bardzo dobre efekty wizualne.	zicht; visueel	Deze film heeft erg goede visuele effecten.	syn; visuell	Filmen har mycket bra visuella effekter.	syn; visuell	Denne filmen har veldig gode visuelle effekter.	syn; visuel	Denne film har meget gode visuelle effekter.	näkö; visuaalinen	Tässä elokuvassa on erittäin hyvät visuaaliset tehosteet.
4809:收购	收购	收购	przejąć; wykupić	Ta firma przejęła małe przedsiębiorstwo.	overnemen; aankopen	Dit bedrijf nam een klein bedrijf over.	förvärva; köpa upp	Företaget köpte upp ett litet företag.	kjøpe opp; overta	Dette selskapet kjøpte opp en liten bedrift.	opkøbe; overtage	Dette selskab opkøbte en lille virksomhed.	ostaa; hankkia omistukseen	Tämä yritys osti pienen yrityksen.
4810:收取	收取	收取	pobierać; naliczać	Szkoła nie pobiera opłaty rejestracyjnej.	innen; in rekening brengen	De school brengt geen inschrijfgeld in rekening.	ta ut; samla in	Skolan tar inte ut någon anmälningsavgift.	kreve inn; ta betalt	Skolen krever ikke inn påmeldingsavgift.	opkræve; tage betaling	Skolen opkræver ikke tilmeldingsgebyr.	periä; kerätä	Koulu ei peri ilmoittautumismaksua.
4812:手臂	手臂	手臂	ramię; ręka	Jego ramię zostało zranione.	arm; bovenarm	Zijn arm raakte gewond.	arm; överarm	Hans arm skadades.	arm; overarm	Armen hans ble skadet.	arm; overarm	Hans arm blev skadet.	käsivarsi	Hänen käsivartensa loukkaantui.
4817:受灾	受灾	受灾	ucierpieć w katastrofie	Obszar dotknięty katastrofą potrzebuje pomocy materialnej.	door een ramp getroffen worden	Het rampgebied heeft materiële hulp nodig.	drabbas av katastrof	Det katastrofdrabbade området behöver materiellt stöd.	rammes av katastrofe	Det katastroferammede området trenger materiell hjelp.	blive ramt af katastrofe	Det katastroferamte område har brug for materiel hjælp.	kärsiä katastrofista; katastrofin koettelema	Katastrofialue tarvitsee materiaaliapua.
4818:输出	输出	输出	wyprowadzać dane; eksportować	Komputer właśnie eksportuje dane.	uitvoeren; exporteren	De computer voert gegevens uit.	mata ut; exportera	Datorn exporterar data.	sende ut; eksportere	Datamaskinen eksporterer data.	sende ud; eksportere	Computeren eksporterer data.	tuottaa; viedä	Tietokone vie tietoja.
4819:书画	书画	书画	kaligrafia i malarstwo	W sali wystawowej jest wiele prac kaligraficznych i malarskich.	kalligrafie en schilderkunst	In de tentoonstellingszaal hangen veel werken van kalligrafie en schilderkunst.	kalligrafi och måleri	I utställningshallen finns många verk av kalligrafi och måleri.	kalligrafi og maleri	I utstillingssalen finnes det mange kalligrafi- og maleriverk.	kalligrafi og maleri	I udstillingssalen er der mange kalligrafi- og maleriværker.	kalligrafia ja maalaustaide	Näyttelysalissa on paljon kalligrafia- ja maalaustöitä.
4822:输送	输送	输送	transportować; przesyłać	Rurociąg doprowadza wodę do wioski.	vervoeren; aanvoeren	De pijpleiding voert water naar het dorp.	transportera; föra	Ledningen transporterar vatten till byn.	transportere; føre	Rørledningen fører vann til landsbyen.	transportere; føre	Rørledningen fører vand til landsbyen.	kuljettaa; johtaa	Putki johtaa vettä kylään.
4823:书写	书写	书写	pisać; zapisywać	Proszę starannie zapisać odpowiedzi.	schrijven; opschrijven	Schrijf de antwoorden zorgvuldig op.	skriva	Skriv svaren noggrant.	skrive	Skriv svarene nøye.	skrive	Skriv svarene omhyggeligt.	kirjoittaa	Kirjoita vastaukset huolellisesti.
4824:属	属	属	należeć do	Ta książka należy do szkoły.	behoren tot; eigendom zijn van	Dit boek is eigendom van de school.	tillhöra	Den här boken tillhör skolan.	tilhøre	Denne boken tilhører skolen.	tilhøre	Denne bog tilhører skolen.	kuulua jollekin	Tämä kirja kuuluu koululle.
4825:薯片	薯片	薯片	chipsy ziemniaczane	Dzieci lubią jeść chipsy.	chips; aardappelchips	Kinderen eten graag chips.	potatischips	Barnen tycker om att äta chips.	potetgull; chips	Barna liker å spise potetgull.	kartoffelchips; chips	Børnene kan lide at spise chips.	perunalastut; sipsit	Lapset tykkäävät syödä sipsejä.
4828:数目	数目	数目	liczba; ilość	Liczba zgłoszeń jest większa niż w zeszłym roku.	aantal; hoeveelheid	Het aantal aanmeldingen is hoger dan vorig jaar.	antal; mängd	Antalet anmälningar är högre än förra året.	antall; mengde	Antallet påmeldinger er høyere enn i fjor.	antal; mængde	Antallet af tilmeldinger er højere end sidste år.	määrä; lukumäärä	Ilmoittautumisten määrä on suurempi kuin viime vuonna.
4829:数字化	数字化	数字化	cyfryzować; digitalizacja	Szpital prowadzi cyfryzację dokumentacji medycznej.	digitaliseren	Het ziekenhuis werkt aan digitalisering van medische dossiers.	digitalisera	Sjukhuset driver på digitalisering av journaler.	digitalisere	Sykehuset arbeider med digitalisering av pasientjournaler.	digitalisere	Hospitalet arbejder på digitalisering af patientjournaler.	digitalisoida	Sairaala edistää potilaskertomusten digitalisointia.
4832:率先	率先	率先	jako pierwszy; objąć prowadzenie	Ta firma jako pierwsza wprowadziła nowy produkt.	als eerste; het voortouw nemen	Dit bedrijf bracht als eerste een nieuw product uit.	vara först; ta ledningen	Företaget var först med att lansera en ny produkt.	være først; ta ledelsen	Dette selskapet var først ute med et nytt produkt.	være først; tage føringen	Dette firma var først med at lancere et nyt produkt.	olla ensimmäinen; ottaa johto	Tämä yritys toi uuden tuotteen markkinoille ensimmäisenä.
4833:水稻	水稻	水稻	ryż wodny; ryż uprawiany na polach zalewowych	Na południu powszechnie uprawia się ryż.	rijstplant; natte rijst	In het zuiden wordt veel rijst verbouwd.	risplanta; våtris	I söder odlas ris i stor utsträckning.	våtris; risplante	I sør dyrkes ris i stor utstrekning.	vådris; risplante	I syd dyrkes ris i stor udstrækning.	riisikasvi; peltoriisi	Etelässä viljellään laajalti riisiä.
4834:水库	水库	水库	zbiornik wodny	Poziom wody w zbiorniku wzrósł.	stuwmeer; waterreservoir	Het waterpeil in het reservoir is gestegen.	reservoar; vattenmagasin	Vattennivån i reservoaren har stigit.	vannreservoar; dam	Vannstanden i reservoaret har steget.	vandreservoir; dæmning	Vandstanden i reservoiret er steget.	tekojärvi; vesivarasto	Vedenpinta tekojärvessä on noussut.
4835:水流	水流	水流	nurt; prąd wody	Po deszczu nurt stał się szybszy.	waterstroom; stroming	Na de regen werd de stroming sterker.	vattenström; ström	Efter regnet blev strömmen starkare.	vannstrøm; strøm	Etter regnet ble vannstrømmen sterkere.	vandstrøm; strøm	Efter regnen blev strømmen stærkere.	virtaus; veden virta	Sateen jälkeen virtaus voimistui.
4836:水面	水面	水面	powierzchnia wody	Światło księżyca padało na powierzchnię wody.	wateroppervlak	Het maanlicht scheen op het wateroppervlak.	vattenyta	Månskenet lyste på vattenytan.	vannflate	Måneskinnet skinte på vannflaten.	vandoverflade	Måneskinnet skinnede på vandoverfladen.	vedenpinta	Kuunvalo loisti vedenpinnalla.
4839:思路	思路	思路	tok myślenia	Jego tok myślenia jest bardzo jasny.	gedachtegang; denklijn	Zijn gedachtegang is heel duidelijk.	tankegång	Hans tankegång är mycket tydlig.	tankegang	Tankegangen hans er veldig klar.	tankegang	Hans tankegang er meget klar.	ajatuskulku	Hänen ajatuskulkunsa on hyvin selkeä.
4842:松	松	松	luźny; poluzować się	Sznurowadło się poluzowało.	los; losraken	De schoenveter is losgeraakt.	lös; lossna	Skosnöret har lossnat.	løs; løsne	Skolissen har løsnet.	løs; løsne	Snørebåndet er gået op.	löysä; löystyä	Kengännauha löystyi.
4844:搜集	搜集	搜集	zbierać; gromadzić	Zebrała dużo materiałów.	verzamelen	Ze verzamelde veel materiaal.	samla in	Hon samlade in mycket material.	samle inn	Hun samlet inn mye materiale.	indsamle; samle	Hun indsamlede meget materiale.	kerätä	Hän keräsi paljon aineistoa.
4847:算了	算了	算了	nieważne; dajmy spokój	Jest za późno, dziś dajmy sobie spokój.	laat maar; vergeet het	Het is te laat; laten we het vandaag maar laten.	strunt samma; låt det vara	Det är för sent, vi låter det vara i dag.	glem det; la det være	Det er for sent, vi lar det være for i dag.	pyt med det; lad det være	Det er for sent, vi lader det være for i dag.	antaa olla; unohtaa koko juttu	On liian myöhäistä, annetaan olla tältä päivältä.
4848:算是	算是	算是	można uznać za	To doświadczenie można uznać za lekcję.	gelden als; beschouwd worden als	Deze ervaring kan als een les gelden.	räknas som; betraktas som	Den här erfarenheten kan räknas som en lärdom.	regnes som; betraktes som	Denne erfaringen kan regnes som en lærepenge.	regnes som; betragtes som	Denne erfaring kan regnes som en lærestreg.	voidaan pitää jonakin; lukeutua	Tätä kokemusta voidaan pitää opetuksena.
4849:虽	虽	虽	chociaż; mimo że	Chociaż padał deszcz, mecz trwał dalej.	hoewel	Hoewel het regende, ging de wedstrijd door.	även om; fastän	Även om det regnade fortsatte matchen.	selv om	Selv om det regnet, fortsatte kampen.	selv om	Selv om det regnede, fortsatte kampen.	vaikka	Vaikka satoi, ottelu jatkui.
4850:岁数	岁数	岁数	wiek	Jest już w podeszłym wieku, ale ma dobre zdrowie.	leeftijd	Hij is op leeftijd, maar gezond.	ålder	Han har blivit äldre, men är vid god hälsa.	alder	Han har blitt eldre, men helsen er god.	alder	Han er blevet ældre, men han er ved godt helbred.	ikä	Hän on jo iäkäs, mutta hyvässä kunnossa.
4853:损伤	损伤	损伤	uszkodzić; uszkodzenie	Długie patrzenie w ekran może uszkodzić oczy.	beschadigen; schade	Lang naar een scherm kijken kan de ogen beschadigen.	skada; skada på	Att titta länge på en skärm kan skada ögonen.	skade; ødelegge	Å se lenge på en skjerm kan skade øynene.	beskadige; skade	At kigge længe på en skærm kan skade øjnene.	vahingoittaa; vaurio	Pitkäaikainen ruudun katsominen voi vahingoittaa silmiä.
