hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
4903:通道	通道	通道	මාර්ගය; නාලිකාව	කරුණාකර ආරක්ෂිත මාර්ගය විවෘතව තබන්න.	பாதை; வழிச்சாலை	பாதுகாப்புப் பாதையை திறந்தவாறு வைத்திருக்கவும்.
4904:通风	通风	通风	වාතාශ්‍රය ලබා දෙයි	කාමරයට නිතර වාතාශ්‍රය ලබා දිය යුතුය.	காற்றோட்டம் செய்	அறைக்கு அடிக்கடி காற்றோட்டம் செய்ய வேண்டும்.
4905:通话	通话	通话	දුරකථනයෙන් කතා කරයි	ඔවුහු සෑම රාත්‍රියකම දුරකථනයෙන් කතා කරති.	தொலைபேசியில் பேசு	அவர்கள் ஒவ்வொரு இரவும் தொலைபேசியில் பேசுகிறார்கள்.
4906:通信	通信	通信	සන්නිවේදනය; දුරසන්නිවේදනය	චන්ද්‍රිකා සන්නිවේදනය සඳහා භාවිත කළ හැක.	தொடர்பு; தொலைத்தொடர்பு	செயற்கைக்கோள்களை தொடர்புக்கு பயன்படுத்தலாம்.
4910:同伴	同伴	同伴	සගයා; සහයකයා	ඔහු සගයා සමඟ කාර්යය නිම කළේය.	துணைவர்; தோழர்	அவர் தனது துணைவனுடன் பணியை முடித்தார்.
4911:同行	同行	同行	එම ක්ෂේත්‍රයේ සගයා	ඔවුහු එකම ක්ෂේත්‍රයේ අය බැවින් නිතර අත්දැකීම් හුවමාරු කරගනිති.	ஒரே துறையினர்	அவர்கள் ஒரே துறையினர், அடிக்கடி அனுபவங்களைப் பகிர்கிறார்கள்.
4913:同类	同类	同类	එම වර්ගය; සමාන වර්ගය	සමාන වර්ගයේ නිෂ්පාදනවල මිල විශාල ලෙස වෙනස් වේ.	ஒரே வகை; ஒத்த வகை	ஒத்த வகை தயாரிப்புகளின் விலை மிகவும் மாறுபடும்.
4914:铜牌	铜牌	铜牌	ලෝකඩ පදක්කම	ඔහු තරගයේදී ලෝකඩ පදක්කමක් දිනාගත්තේය.	வெண்கலப் பதக்கம்	அவர் போட்டியில் வெண்கலப் பதக்கம் வென்றார்.
4917:偷偷	偷偷	偷偷	රහසේ	ඔහු තෑග්ග රහසේ මේසය මත තැබුවේය.	ரகசியமாக	அவர் பரிசை ரகசியமாக மேசையின் மேல் வைத்தார்.
4918:头脑	头脑	头脑	මනස; බුද්ධිය	ඔහුගේ මනස සන්සුන්ය.	மனம்; அறிவு	அவருடைய மனம் அமைதியாக உள்ளது.
4922:透	透	透	හරහා; මුළුමනින්ම	මෙම ඇඳුම වැස්සෙන් සම්පූර්ණයෙන් තෙමිණි.	ஊடாக; முழுமையாக	இந்த உடை மழையில் முழுமையாக நனைந்தது.
4923:透过	透过	透过	හරහා යයි; හරහා බලයි	සූර්යාලෝකය තිරය හරහා ඇතුළට වැටෙයි.	ஊடாக செல்; ஊடாக பார்	சூரிய ஒளி திரையின் ஊடாக உள்ளே வருகிறது.
4926:突发	突发	突发	හදිසියේ සිදු වේ	අනතුර හදිසියේ සිදු වූ බැවින් හැමෝම වහාම ඉවත් විය.	திடீரென நிகழ்	விபத்து திடீரென நிகழ்ந்ததால் அனைவரும் உடனே வெளியேறினர்.
4929:图表	图表	图表	ප්‍රස්ථාරය; වගුව	වාර්තාවේ පැහැදිලි ප්‍රස්ථාර ඇත.	வரைபட அட்டவணை; வரைபடம்	அறிக்கையில் தெளிவான வரைபடங்கள் உள்ளன.
4932:图像	图像	图像	රූපය	තිරයේ රූපය ඉතා පැහැදිලිය.	படிமம்; படம்	திரையில் உள்ள படம் மிகவும் தெளிவாக உள்ளது.
4941:推行	推行	推行	ක්‍රියාත්මක කරයි	රජය කසළ වර්ග කිරීම ක්‍රියාත්මක කරයි.	நடைமுறைப்படுத்து	அரசு குப்பை பிரித்தலை நடைமுறைப்படுத்துகிறது.
4942:退税	退税	退税	බදු ආපසු ගෙවීම	සංචාරකයන්ට ගුවන් තොටුපළේදී බදු ආපසු ගැනීම කළ හැක.	வரி திருப்பிச் செலுத்தல்	சுற்றுலாப் பயணிகள் விமான நிலையத்தில் வரி திருப்பிச் செலுத்தலைச் செய்யலாம்.
4943:吞	吞	吞	ගිල දමයි	ඔහු පෙත්ත ගිල දැමුවේය.	விழுங்கு	அவர் மாத்திரையை விழுங்கினார்.
4944:拖	拖	拖	ඇදගෙන යයි; ප්‍රමාද කරයි	ඔහු සූට්කේසය ඇදගෙන හෝටලයට ඇතුළු විය.	இழுத்துச் செல்; தாமதப்படுத்து	அவர் பெட்டியை இழுத்துக்கொண்டு ஓட்டலுக்குள் சென்றார்.
