simplified	JA	example_JA
皱纹	しわ	祖母の顔にはたくさんのしわがあります。
株	株	庭には木が三株植えられています。
诸位	皆様	本日は皆様にお越しいただきありがとうございます。
逐年	年々	運営コストは年々上昇しています。
主办	主催する	学校は芸術祭を主催しました。
主导	主導する	市場の需要が製品設計を主導しています。
主管	主管	主管は予算の承認を担当しています。
主流	主流	環境保護の考え方が主流になりました。
主权	主権	国家の主権は尊重されなければなりません。
主义	主義	彼はさまざまな政治主義を研究しています。
嘱咐	言い聞かせる	母親は傘を持って行くよう彼に何度も言い聞かせました。
拄	つく	老人は杖をついて歩いています。
住宅	住宅	この地域はほとんどが住宅です。
助理	アシスタント	アシスタントは会議資料を整理しました。
助手	助手	ロボットは実験助手です。
注射	注射する	医師は患者に薬を注射しました。
注视	じっと見つめる	彼女は遠くをじっと見つめていました。
注释	注釈	本文の横に詳しい注釈があります。
注重	重視する	会社は製品の品質を重視しています。
著作	著作	この著作は深い影響を与えています。
铸造	鋳造する	工場は大型部品を鋳造しています。
驻扎	駐屯する	部隊は国境に駐屯しています。
拽	引きずる	彼は箱を部屋の中へ引きずり込みました。
专长	専門分野	データ分析は彼女の専門分野です。
专程	わざわざ	彼は先生を訪ねるためにわざわざ来ました。
专利	特許	会社は新しい特許を申請しました。
专题	特集	テレビ局は環境保護の特集を放送しました。
砖	れんが	作業員は荷車いっぱいのれんがを運んできました。
转达	伝える	私の感謝をお伝えください。
转让	譲渡する	彼は店を譲渡することに決めました。
转移	移す	看護師は負傷者を移しました。
转折	転折	物語に大きな転折が現れました。
传记	伝記	彼女は父親の伝記を書いています。
庄稼	農作物	雨が農作物を潤しました。
庄严	荘厳な	式典の雰囲気は荘厳でした。
庄重	厳かな	彼は厳かな礼服を着ていました。
装备	装備	隊は先進的な装備を備えています。
装卸	積み下ろし	港湾労働者は貨物の積み下ろしを担当しています。
壮观	壮観な	滝の景色は非常に壮観です。
壮丽	壮麗な	ここには壮麗な山河があります。
壮烈	壮烈な	英雄は壮烈に犠牲になりました。
幢	棟	街角に古い家が一棟あります。
追悼	追悼	人々は追悼式に参加しました。
追究	追及する	会社は責任を追及します。
坠	落ちる	木の葉が枝から落ちました。
准则	基準	誠実さは協力の基準です。
卓越	卓越した	彼女は卓越した成果を上げました。
琢磨	じっくり考える	彼はこの問題を何度もじっくり考えました。
着手	着手する	チームは明日調査に着手します。
着想	配慮する	親はいつも子どものことに配慮します。
着重	重点的に扱う	報告書はコストを重点的に分析しています。
姿态	姿勢	彼女は謙虚な姿勢を保ちました。
滋润	潤す	春の雨が土地を潤しました。
滋味	味わい	失敗の味わいはつらいものです。
资本	資本	起業には一定の資本が必要です。
资产	資産	会社の資産は増え続けています。
资深	ベテランの	ベテランの弁護士がこの案件を扱いました。
资助	資金援助する	基金会は貧しい学生に資金援助しています。
子弹	弾丸	弾丸は壁に当たりました。
自卑	劣等感	彼はもう劣等感を抱いていません。
自发	自発的な	住民は自発的に通りを清掃しました。
自力更生	自力更生	村人たちは自力更生を貫いています。
自满	思い上がる	成功した後も思い上がってはいけません。
自主	自主的な	学生は自主学習の能力を育てる必要があります。
宗教	宗教	彼は世界の宗教を研究しています。
宗旨	趣旨	その機関の趣旨は地域社会に奉仕することです。
棕色	茶色	彼女は茶色の革靴を買いました。
踪迹	痕跡	警察は容疑者の痕跡を発見しました。
总而言之	要するに	要するに、その計画は実行可能です。
总和	総和	利益は収入とコストの総和の差です。
纵横	縦横に	川は平原を縦横に交差しています。
走廊	廊下	子どもたちは廊下に並びました。
走漏	漏れる	そのニュースを外に漏らしてはいけません。
走私	密輸する	税関は密輸品を押収しました。
揍	殴る	彼は数人の酔漢に殴られました。
租赁	賃借する	会社は新しいオフィスを賃借しました。
足以	十分である	これらの証拠は問題を説明するのに十分です。
祖父	祖父	祖父は昔話をするのが好きです。
祖国	祖国	彼は祖国を深く愛しています。
祖先	祖先	彼らは自分たちの祖先を祭ります。
阻碍	妨げる	資金不足がプロジェクトの進行を妨げています。
阻拦	阻止する	警備員は見知らぬ人が入るのを阻止しました。
阻挠	妨害する	誰かが故意に調査を妨害しました。
钻研	研究に打ち込む	彼女は古代文学の研究に打ち込んでいます。
钻石	ダイヤモンド	指輪にはダイヤモンドがはめ込まれています。
嘴唇	唇	寒風で唇がひび割れました。
罪犯	犯罪者	警察は逃走した犯罪者を逮捕しました。
尊严	尊厳	誰もが尊厳を持つべきです。
遵循	従う	医師は厳格な基準に従います。
作弊	不正をする	試験で不正をすると処分されます。
作废	無効になる	古いチケットはすでに無効になっています。
