hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
3524:中期	中期	中期	मध्य चरण	परियोजना के मध्य चरण में एक मूल्यांकन करना होगा।	মধ্য পর্যায়	প্রকল্পের মধ্য পর্যায়ে একটি মূল্যায়ন করতে হবে।	gitnang yugto	Kailangang magsagawa ng pagsusuri sa gitnang yugto ng proyekto.
3525:中外	中外	中外	चीनी और विदेशी	बैठक में कई चीनी और विदेशी विशेषज्ञों को आमंत्रित किया गया।	চীনা ও বিদেশি	সভায় অনেক চীনা ও বিদেশি বিশেষজ্ঞকে আমন্ত্রণ করা হয়েছে।	Tsino at dayuhan	Nag-imbita ang pulong ng maraming ekspertong Tsino at dayuhan.
3527:中药	中药	中药	चीनी औषधि	इस दवा की दुकान में चीनी औषधि मिल सकती है।	চীনা ওষুধ	এই ওষুধের দোকানে চীনা ওষুধ পাওয়া যায়।	gamot na Tsino	Makakabili ng gamot na Tsino sa botikang ito.
3528:中医	中医	中医	पारंपरिक चीनी चिकित्सा; चीनी डॉक्टर	उसे पारंपरिक चीनी चिकित्सा में बहुत रुचि है।	চীনা চিকিৎসা; চীনা ডাক্তার	তার চীনা চিকিৎসার প্রতি অনেক আগ্রহ।	tradisyunal na medisina ng Tsina	Interesado siya sa tradisyunal na medisina ng Tsina.
3532:众多	众多	众多	बहुत से	इस मंच ने बहुत से उपयोगकर्ताओं को आकर्षित किया।	অনেক; অসংখ্য	এই প্ল্যাটফর্ম অসংখ্য ব্যবহারকারীকে আকর্ষণ করেছে।	marami	Nakahikayat ng maraming gumagamit ang platapormang ito.
3546:主食	主食	主食	मुख्य भोजन	दक्षिण के कई लोगों का मुख्य भोजन चावल है।	প্রধান খাদ্য	দক্ষিণের অনেক মানুষের প্রধান খাদ্য ভাত।	pangunahing pagkain	Pangunahing pagkain ng maraming tao sa timog ang kanin.
3550:住房	住房	住房	आवास	शहर के आवास मूल्य पर हमेशा ध्यान दिया जाता है।	আবাসন	শহরের আবাসনের দাম সবসময় নজরে থাকে।	pabahay	Palaging pinagtutuunan ng pansin ang presyo ng pabahay sa lungsod.
3551:住宿	住宿	住宿	रहना; ठहरने की व्यवस्था	यात्रा एजेंसी हमारे लिए ठहरने की व्यवस्था करेगी।	থাকার ব্যবস্থা	ভ্রমণ সংস্থা আমাদের থাকার ব্যবস্থা করবে।	tuluyan	Aayusin ng ahensiya sa paglalakbay ang aming tuluyan.
3552:住址	住址	住址	पता	कृपया फ़ॉर्म पर अपना वर्तमान पता लिखें।	ঠিকানা	দয়া করে ফর্মে বর্তমান ঠিকানা লিখুন।	tirahan; address	Pakisulat sa form ang kasalukuyang tirahan.
3573:子女	子女	子女	संतान; बेटे-बेटियां	माता-पिता चाहते हैं कि संतान स्वस्थ बढ़े।	সন্তান; ছেলে-মেয়ে	মা-বাবা চান সন্তানরা সুস্থভাবে বড় হোক।	mga anak	Nais ng mga magulang na lumaking malusog ang kanilang mga anak.
3578:自身	自身	自身	स्वयं; अपना	हर व्यक्ति को अपनी सुरक्षा पर ध्यान देना चाहिए।	নিজে; নিজের	প্রত্যেকের নিজের নিরাপত্তার দিকে খেয়াল রাখা উচিত।	sarili	Kailangang bigyang-pansin ng bawat tao ang sariling kaligtasan.
3581:总部	总部	总部	मुख्यालय	कंपनी का मुख्यालय शंघाई में है।	সদর দপ্তর	কোম্পানির সদর দপ্তর সাংহাইয়ে।	punong tanggapan	Nasa Shanghai ang punong tanggapan ng kompanya.
3583:总数	总数	总数	कुल संख्या	पंजीकरण करने वालों की कुल संख्या एक हज़ार से अधिक है।	মোট সংখ্যা	নিবন্ধনকারীর মোট সংখ্যা এক হাজারের বেশি।	kabuuang bilang	Lumampas sa isang libo ang kabuuang bilang ng nagparehistro.
3584:总体	总体	总体	कुल मिलाकर; संपूर्ण	कुल मिलाकर परिणाम अपेक्षाकृत आदर्श है।	সামগ্রিকভাবে; মোট	সামগ্রিকভাবে ফলাফল বেশ ভালো।	sa kabuuan	Sa kabuuan, medyo maganda ang resulta.
3587:租金	租金	租金	किराया	इस घर का किराया अधिक नहीं है।	ভাড়া	এই বাড়ির ভাড়া বেশি নয়।	upa	Hindi mataas ang upa sa bahay na ito.
3588:族	族	族	जातीय समूह; कुल-प्रत्यय	उसने कई जातीय समूहों की भाषाओं का अध्ययन किया है।	জাতিগোষ্ঠী; গোত্রসূচক প্রত্যয়	সে অনেক জাতিগোষ্ঠীর ভাষা নিয়ে গবেষণা করেছে।	pangkat-etniko; angkan	Pinag-aralan niya ang mga wika ng maraming pangkat-etniko.
3589:足够	足够	足够	पर्याप्त	यह पानी सबके पीने के लिए पर्याप्त है।	যথেষ্ট	এই পানি সবার পান করার জন্য যথেষ্ট।	sapat	Sapat ang tubig na ito para inumin ng lahat.
