hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
3374:引进	引进	引进	wprowadzać; sprowadzać	Szkoła wprowadziła nowy sprzęt dydaktyczny.	introduceren; binnenhalen	De school introduceerde nieuwe onderwijsapparatuur.	införa; ta in	Skolan införde ny undervisningsutrustning.	innføre; hente inn	Skolen innførte nytt undervisningsutstyr.	indføre; hente ind	Skolen indførte nyt undervisningsudstyr.	tuoda käyttöön; hankkia	Koulu hankki uusia opetusvälineitä.
3377:应当	应当	应当	powinien; należy	Uczniowie powinni kończyć prace domowe na czas.	zou moeten; behoren te	Studenten zouden hun huiswerk op tijd moeten maken.	bör; ska	Elever bör lämna in läxorna i tid.	bør; skulle	Elever bør fullføre leksene i tide.	bør; skulle	Elever bør lave lektierne til tiden.	pitäisi; tulee	Oppilaiden pitäisi tehdä läksyt ajoissa.
3378:迎	迎	迎	witać; wychodzić na spotkanie	Wszyscy stali przy wejściu, aby witać gości.	verwelkomen; tegemoetgaan	Iedereen stond bij de ingang om de gasten te verwelkomen.	välkomna; möta	Alla stod vid ingången för att välkomna gästerna.	ønske velkommen; møte	Alle sto ved inngangen for å ønske gjestene velkommen.	byde velkommen; møde	Alle stod ved indgangen for at byde gæsterne velkommen.	toivottaa tervetulleeksi; kohdata	Kaikki seisoivat sisäänkäynnillä toivottamassa vieraat tervetulleiksi.
3382:影片	影片	影片	film; obraz filmowy	Ten film otrzymał dobre recenzje.	film; bioscoopfilm	Deze film kreeg goede recensies.	film; långfilm	Den här filmen fick goda recensioner.	film; kinofilm	Denne filmen fikk gode anmeldelser.	film; spillefilm	Denne film fik gode anmeldelser.	elokuva	Tämä elokuva sai hyviä arvioita.
3383:影视	影视	影视	film i telewizja	Pracuje w branży filmowej i telewizyjnej.	film en televisie	Hij werkt in de film- en televisiebranche.	film och tv	Han arbetar i film- och tv-branschen.	film og TV	Han jobber i film- og TV-bransjen.	film og tv	Han arbejder i film- og tv-branchen.	elokuva ja televisio	Hän työskentelee elokuva- ja televisioalalla.
3385:应对	应对	应对	reagować na; radzić sobie	Firma reaguje na nowe zmiany rynkowe.	reageren op; omgaan met	Het bedrijf reageert op nieuwe marktveranderingen.	svara på; hantera	Företaget hanterar nya marknadsförändringar.	svare på; håndtere	Selskapet håndterer nye markedsendringer.	reagere på; håndtere	Virksomheden håndterer nye markedsændringer.	vastata; käsitellä	Yritys vastaa uusiin markkinamuutoksiin.
3391:用法	用法	用法	użycie; sposób użycia	Nauczyciel wyjaśnił użycie tego słowa.	gebruik; gebruikswijze	De docent legde het gebruik van dit woord uit.	användning; användningssätt	Läraren förklarade ordets användning.	bruk; bruksmåte	Læreren forklarte bruken av dette ordet.	brug; anvendelsesmåde	Læreren forklarede brugen af dette ord.	käyttö; käyttötapa	Opettaja selitti tämän sanan käyttötavan.
3393:用力	用力	用力	użyć siły	Drzwi są ciężkie i trzeba pchnąć je z siłą.	kracht gebruiken	De deur is zwaar en moet met kracht worden geduwd.	använda kraft	Dörren är tung och måste skjutas med kraft.	bruke kraft	Døren er tung og må skyves med kraft.	bruge kraft	Døren er tung og skal skubbes med kraft.	käyttää voimaa	Ovi on painava, ja sitä täytyy työntää voimalla.
3394:用品	用品	用品	przybory; artykuły użytkowe	Przybory podróżne są już w walizce.	benodigdheden; gebruiksartikelen	De reisbenodigdheden zitten al in de koffer.	förnödenheter; bruksartiklar	Reseförnödenheterna ligger redan i resväskan.	utstyr; bruksartikler	Reiseutstyret er allerede lagt i kofferten.	udstyr; brugsartikler	Rejseudstyret er allerede lagt i kufferten.	tarvikkeet; käyttöesineet	Matkatarvikkeet on jo laitettu matkalaukkuun.
3398:优良	优良	优良	doskonały; dobry	Ta odmiana ma doskonałe cechy.	uitstekend; goed	Deze soort heeft uitstekende eigenschappen.	utmärkt; fin	Den här sorten har utmärkta egenskaper.	utmerket; god	Denne sorten har utmerkede egenskaper.	fremragende; god	Denne sort har fremragende egenskaber.	erinomainen; hyvä	Tällä lajikkeella on erinomaiset ominaisuudet.
3401:优质	优质	优质	wysokiej jakości	Ten sklep oferuje obsługę wysokiej jakości.	van hoge kwaliteit	Deze winkel biedt service van hoge kwaliteit.	högkvalitativ	Den här butiken erbjuder service av hög kvalitet.	av høy kvalitet	Denne butikken tilbyr service av høy kvalitet.	af høj kvalitet	Denne butik tilbyder service af høj kvalitet.	korkealaatuinen	Tämä kauppa tarjoaa korkealaatuista palvelua.
3402:由此	由此	由此	stąd; dlatego	Stąd widać, że plan trzeba dostosować.	hieruit; daarom	Hieruit blijkt dat het plan moet worden aangepast.	härav; därför	Av detta kan man se att planen behöver justeras.	av dette; derfor	Av dette kan man se at planen må justeres.	heraf; derfor	Heraf kan man se, at planen skal justeres.	tästä; siksi	Tästä voidaan nähdä, että suunnitelmaa täytyy säätää.
3403:邮寄	邮寄	邮寄	wysłać pocztą	Wysłałem dokumenty klientowi pocztą.	per post versturen	Ik heb de documenten per post naar de klant gestuurd.	posta; skicka med post	Jag skickade dokumenten till kunden med post.	sende i posten	Jeg sendte dokumentene til kunden i posten.	sende med posten	Jeg sendte dokumenterne til kunden med posten.	postittaa; lähettää postissa	Postitin asiakirjat asiakkaalle.
3406:邮票	邮票	邮票	znaczek pocztowy	Na kopercie naklejony jest znaczek pocztowy.	postzegel	Er zit een postzegel op de envelop.	frimärke	Det sitter ett frimärke på kuvertet.	frimerke	Det sitter et frimerke på konvolutten.	frimærke	Der sidder et frimærke på kuverten.	postimerkki	Kuoressa on postimerkki.
3407:油条	油条	油条	smażony paluch z ciasta; youtiao	Youtiao ze sklepu śniadaniowego są bardzo popularne.	gefrituurde deegstaaf; youtiao	De youtiao van de ontbijtzaak zijn erg populair.	friterad degstång; youtiao	Frukostställets youtiao är mycket populära.	fritert deigstang; youtiao	Youtiaoene fra frokostbutikken er veldig populære.	friturestegt dejstang; youtiao	Morgenmadsbutikkens youtiao er meget populære.	friteerattu taikinatikku; youtiao	Aamiaispaikan youtiaot ovat hyvin suosittuja.
3409:有害	有害	有害	szkodliwy	Ten gaz jest szkodliwy dla ludzkiego ciała.	schadelijk	Dit gas is schadelijk voor het menselijk lichaam.	skadlig	Den här gasen är skadlig för människokroppen.	skadelig	Denne gassen er skadelig for menneskekroppen.	skadelig	Denne gas er skadelig for menneskekroppen.	haitallinen	Tämä kaasu on haitallista ihmiskeholle.
3410:有力	有力	有力	silny; skuteczny	To jest skuteczny środek wsparcia.	krachtig; sterk	Dit is een krachtige ondersteuningsmaatregel.	kraftfull; stark	Det här är en kraftfull stödåtgärd.	kraftig; sterk	Dette er et kraftig støttetiltak.	kraftfuld; stærk	Dette er en kraftfuld støtteforanstaltning.	voimakas; tehokas	Tämä on tehokas tukitoimi.
3412:有限	有限	有限	ograniczony	Nasz czas jest ograniczony.	beperkt	Onze tijd is beperkt.	begränsad	Vår tid är begränsad.	begrenset	Tiden vår er begrenset.	begrænset	Vores tid er begrænset.	rajallinen	Aikamme on rajallinen.
3413:有益	有益	有益	korzystny; pożyteczny	Czytanie jest korzystne dla nauki języków.	nuttig; gunstig	Lezen is nuttig voor het leren van talen.	nyttig; fördelaktig	Läsning är nyttigt för språkinlärning.	nyttig; gunstig	Lesing er nyttig for språklæring.	nyttig; gavnlig	Læsning er nyttig for sprogindlæring.	hyödyllinen; edullinen	Lukeminen on hyödyllistä kielenoppimiselle.
3414:有助于	有助于	有助于	pomagać; przyczyniać się do	Wystarczający sen pomaga odzyskać siły fizyczne.	helpen bij; bijdragen aan	Voldoende slaap helpt bij het herstel van fysieke kracht.	bidra till; hjälpa	Tillräcklig sömn hjälper till att återställa den fysiska orken.	bidra til; hjelpe	Nok søvn bidrar til å gjenopprette fysisk styrke.	bidrage til; hjælpe	Tilstrækkelig søvn hjælper med at genoprette fysisk styrke.	auttaa; edistää	Riittävä uni auttaa palauttamaan fyysiset voimat.
3418:雨水	雨水	雨水	deszczówka; woda deszczowa	Deszczówka spływała po dachu.	regenwater	Het regenwater stroomde langs het dak naar beneden.	regnvatten	Regnvattnet rann ner längs taket.	regnvann	Regnvannet rant ned langs taket.	regnvand	Regnvandet løb ned langs taget.	sadevesi	Sadevesi valui kattoa pitkin alas.
3419:语文	语文	语文	język chiński; język i literatura	Jego oceny z języka chińskiego zawsze były dobre.	Chinees; taalonderwijs	Zijn cijfers voor Chinees zijn altijd goed geweest.	kinesiska; språkämne	Hans betyg i kinesiska har alltid varit bra.	kinesisk; språkfag	Karakterene hans i kinesisk har alltid vært gode.	kinesisk; sprogfag	Hans karakterer i kinesisk har altid været gode.	kiinan kieli; kieliaine	Hänen kiinan kielen arvosanansa ovat aina olleet hyviä.
3420:语音	语音	语音	dźwięk mowy; głos	To oprogramowanie potrafi rozpoznawać mowę.	spraakklank; stem	Deze software kan spraak herkennen.	språkljud; röst	Den här programvaran kan känna igen tal.	språklyd; stemme	Denne programvaren kan gjenkjenne tale.	sproglyd; stemme	Denne software kan genkende tale.	puheääni; äänne	Tämä ohjelmisto pystyy tunnistamaan puhetta.
3422:预测	预测	预测	przewidywać; prognozować	Eksperci przewidują, że ceny wzrosną w przyszłym roku.	voorspellen; ramen	Experts voorspellen dat de prijzen volgend jaar zullen stijgen.	förutsäga; prognostisera	Experter förutsäger att priserna kommer att stiga nästa år.	forutsi; spå	Eksperter forutser at prisene vil stige neste år.	forudsige; prognosticere	Eksperter forudsiger, at priserne vil stige næste år.	ennustaa; arvioida	Asiantuntijat ennustavat hintojen nousevan ensi vuonna.
3425:预计	预计	预计	przewidywać; szacować	Przewiduje się, że projekt zostanie ukończony do końca roku.	verwachten; schatten	Het project wordt naar verwachting eind dit jaar voltooid.	beräkna; förvänta sig	Projektet beräknas bli klart vid årets slut.	forvente; beregne	Prosjektet forventes fullført ved årets slutt.	forvente; beregne	Projektet forventes færdigt ved årets udgang.	arvioida; odottaa	Hankkeen arvioidaan valmistuvan vuoden loppuun mennessä.
3427:预约	预约	预约	umówić wizytę; rezerwować	Przed wizytą ambulatoryjną najlepiej najpierw umówić termin.	afspraak maken; reserveren	Voor een polikliniekbezoek kun je het beste eerst een afspraak maken.	boka tid; reservera	Det är bäst att boka tid innan man besöker mottagningen.	bestille time; reservere	Det er best å bestille time før du går til poliklinikken.	bestille tid; reservere	Det er bedst at bestille tid før et ambulant besøg.	varata aika; tehdä varaus	Ennen poliklinikkakäyntiä on parasta varata aika.
3428:原	原	原	pierwotny; dawny	Proszę postępować zgodnie z pierwotnym planem.	oorspronkelijk; voormalig	Ga alstublieft verder volgens het oorspronkelijke plan.	ursprunglig; tidigare	Fortsätt enligt den ursprungliga planen.	opprinnelig; tidligere	Fortsett i henhold til den opprinnelige planen.	oprindelig; tidligere	Fortsæt venligst efter den oprindelige plan.	alkuperäinen; entinen	Jatka alkuperäisen suunnitelman mukaan.
3430:原有	原有	原有	pierwotny; istniejący	Nowy system zachował dotychczasowe funkcje.	oorspronkelijk; bestaand	Het nieuwe systeem behield de bestaande functies.	ursprunglig; befintlig	Det nya systemet behöll de befintliga funktionerna.	opprinnelig; eksisterende	Det nye systemet beholdt de eksisterende funksjonene.	oprindelig; eksisterende	Det nye system beholdt de eksisterende funktioner.	alkuperäinen; olemassa oleva	Uusi järjestelmä säilytti olemassa olevat toiminnot.
3434:愿	愿	愿	chcieć; być gotowym	Jestem gotów podzielić się doświadczeniem ze wszystkimi.	bereid zijn; wensen	Ik ben bereid mijn ervaring met iedereen te delen.	vilja; vara villig	Jag är villig att dela mina erfarenheter med alla.	ønske; være villig	Jeg er villig til å dele erfaringene mine med alle.	ønske; være villig	Jeg er villig til at dele mine erfaringer med alle.	haluta; olla valmis	Olen valmis jakamaan kokemukseni kaikkien kanssa.
3436:约定	约定	约定	umowa; ustalić	Ustaliliśmy, że spotkamy się jutro rano.	afspraak; afspreken	We spraken af om morgenochtend af te spreken.	överenskommelse; avtala	Vi avtalade att träffas i morgon förmiddag.	avtale; bli enige	Vi avtalte å møtes i morgen formiddag.	aftale; aftale	Vi aftalte at mødes i morgen formiddag.	sopimus; sopia	Sovimme tapaavamme huomenna aamupäivällä.
3437:运	运	运	transportować; przewozić	Kierowca przewiózł towary do magazynu.	vervoeren; verplaatsen	De chauffeur vervoerde de goederen naar het magazijn.	transportera; flytta	Föraren transporterade varorna till lagret.	transportere; flytte	Sjåføren transporterte varene til lageret.	transportere; flytte	Chaufføren transporterede varerne til lageret.	kuljettaa; siirtää	Kuljettaja kuljetti tavarat varastoon.
3438:运费	运费	运费	koszt wysyłki	Koszt wysyłki tego produktu wynosi dziesięć juanów.	verzendkosten	De verzendkosten voor dit artikel zijn tien yuan.	fraktavgift	Fraktavgiften för den här varan är tio yuan.	fraktkostnad	Fraktkostnaden for denne varen er ti yuan.	fragtgebyr	Fragtgebyret for denne vare er ti yuan.	toimitusmaksu	Tämän tuotteen toimitusmaksu on kymmenen yuania.
3442:在场	在场	在场	być obecnym	Gdy doszło do wypadku, on też był obecny.	aanwezig zijn	Toen het ongeluk gebeurde, was hij ook aanwezig.	vara närvarande	När olyckan inträffade var han också närvarande.	være til stede	Da ulykken skjedde, var han også til stede.	være til stede	Da ulykken skete, var han også til stede.	olla paikalla	Kun onnettomuus tapahtui, hän oli myös paikalla.
3444:在内	在内	在内	włącznie z; w tym	Opłata obejmuje w tym zakwaterowanie.	inclusief; inbegrepen	De kosten zijn inclusief accommodatie.	inklusive; medräknat	Avgiften inkluderar boende.	inkludert; medregnet	Avgiften inkluderer overnatting.	inklusive; medregnet	Gebyret omfatter indkvartering.	mukaan lukien; sisältyen	Maksu sisältää majoituksen.
3445:在线	在线	在线	online; w internecie	Uczniowie mogą przesyłać prace domowe online.	online; via internet	Studenten kunnen hun huiswerk online indienen.	online; på nätet	Elever kan lämna in läxor online.	på nett; online	Elever kan levere lekser på nett.	online; på nettet	Elever kan aflevere lektier online.	verkossa; online	Oppilaat voivat palauttaa läksyt verkossa.
3448:糟	糟	糟	zły; fatalny	Dzisiejsza sytuacja drogowa jest fatalna.	slecht; verschrikkelijk	De verkeerssituatie vandaag is slecht.	dålig; hemsk	Trafikläget i dag är dåligt.	dårlig; forferdelig	Trafikksituasjonen i dag er dårlig.	dårlig; forfærdelig	Trafiksituationen i dag er dårlig.	huono; kamala	Tämän päivän liikennetilanne on huono.
3450:早期	早期	早期	wczesny etap; wczesny okres	Na wczesnym etapie projekt napotkał wiele trudności.	vroege fase; beginperiode	In de vroege fase kwam het project veel moeilijkheden tegen.	tidigt skede; tidig period	Projektet mötte många svårigheter i ett tidigt skede.	tidlig fase; tidlig periode	Prosjektet møtte mange vanskeligheter i en tidlig fase.	tidlig fase; tidlig periode	Projektet mødte mange vanskeligheder i en tidlig fase.	alkuvaihe; varhainen kausi	Hanke kohtasi alkuvaiheessa monia vaikeuksia.
3451:早晚	早晚	早晚	prędzej czy później; rano i wieczorem	Jeśli będziesz wytrwały, prędzej czy później zobaczysz efekty.	vroeg of laat; ochtend en avond	Als je volhoudt, zie je vroeg of laat resultaat.	förr eller senare; morgon och kväll	Om du håller ut kommer du förr eller senare att se resultat.	før eller senere; morgen og kveld	Hvis du holder ut, vil du før eller senere se resultater.	før eller senere; morgen og aften	Hvis du holder fast, vil du før eller senere se resultater.	ennemmin tai myöhemmin; aamuin illoin	Jos jatkat, näet tuloksia ennemmin tai myöhemmin.
3452:早已	早已	早已	już dawno	Wszyscy znają tę wiadomość już od dawna.	al lang	Iedereen kent dit nieuws al lang.	för länge sedan; redan	Alla har redan känt till nyheten länge.	for lengst; allerede	Alle har visst denne nyheten for lengst.	for længst; allerede	Alle har for længst kendt denne nyhed.	jo kauan sitten; jo	Kaikki ovat tienneet tämän uutisen jo kauan.
3453:造	造	造	robić; budować	Robotnicy budują nowy most.	maken; bouwen	De arbeiders bouwen een nieuwe brug.	göra; bygga	Arbetarna bygger en ny bro.	lage; bygge	Arbeiderne bygger en ny bro.	lave; bygge	Arbejderne bygger en ny bro.	tehdä; rakentaa	Työntekijät rakentavat uutta siltaa.
3455:增	增	增	zwiększać się; wzrastać	W tym roku dochody firmy znacznie wzrosły.	toenemen; stijgen	De inkomsten van het bedrijf zijn dit jaar flink gestegen.	öka	Företagets intäkter ökade ganska mycket i år.	øke	Selskapets inntekter økte ganske mye i år.	øge	Virksomhedens indtægter steg en hel del i år.	kasvaa; lisätä	Yrityksen tulot kasvoivat tänä vuonna melko paljon.
