hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
4877:特地	特地	特地	わざわざ; 特別に	彼はわざわざ空港まで迎えに来てくれた。	일부러; 특별히	그는 일부러 공항에 나를 데리러 왔다.	đặc biệt; cố ý	Anh ấy đặc biệt đến sân bay đón tôi.	ตั้งใจเป็นพิเศษ	เขาตั้งใจมารับฉันที่สนามบินเป็นพิเศษ	sengaja; khas	Dia datang khas ke lapangan terbang untuk menjemput saya.	sengaja; khusus	Dia sengaja datang ke bandara untuk menjemput saya.
4879:特性	特性	特性	特性; とくせい	この材料には防水特性がある。	특성	이 재료에는 방수 특성이 있다.	đặc tính	Vật liệu này có đặc tính chống nước.	คุณสมบัติ	วัสดุชนิดนี้มีคุณสมบัติกันน้ำ	ciri; sifat	Bahan ini mempunyai ciri kalis air.	sifat; karakteristik	Bahan ini memiliki sifat tahan air.
4882:提取	提取	提取	抽出する; 引き出す	彼は報告書から重要データを抽出した。	추출하다; 인출하다	그는 보고서에서 핵심 데이터를 추출했다.	trích xuất; rút ra	Anh ấy trích xuất dữ liệu then chốt từ báo cáo.	ดึงออก; สกัด	เขาดึงข้อมูลสำคัญจากรายงาน	mengekstrak; mengeluarkan	Dia mengekstrak data penting daripada laporan.	mengekstrak; menarik	Dia mengekstrak data penting dari laporan.
4884:体操	体操	体操	体操; たいそう	彼女は子どものころから体操を練習している。	체조	그녀는 어릴 때부터 체조를 연습했다.	thể dục dụng cụ	Cô ấy tập thể dục dụng cụ từ nhỏ.	ยิมนาสติก	เธอฝึกยิมนาสติกมาตั้งแต่เด็ก	gimnastik	Dia berlatih gimnastik sejak kecil.	senam; gimnastik	Dia berlatih senam sejak kecil.
4887:添	添	添	加える; 足す	水を少し足してください。	더하다; 보태다	물 좀 더 넣어 주세요.	thêm	Vui lòng thêm cho tôi một chút nước.	เติม	กรุณาเติมน้ำให้ฉันหน่อย	menambah	Tolong tambah sedikit air untuk saya.	menambahkan	Tolong tambahkan sedikit air untuk saya.
4889:添加	添加	添加	追加する; 添加する	ソフトウェアに新機能が追加された。	추가하다	소프트웨어에 새 기능이 추가되었다.	thêm vào	Phần mềm đã thêm chức năng mới.	เพิ่ม	ซอฟต์แวร์เพิ่มฟังก์ชันใหม่	menambah	Perisian itu menambah fungsi baharu.	menambahkan	Perangkat lunak itu menambahkan fitur baru.
4890:天然	天然	天然	天然の; 自然の	ここには天然温泉がある。	천연의; 자연의	이곳에는 천연 온천이 있다.	tự nhiên	Ở đây có suối nước nóng tự nhiên.	ธรรมชาติ	ที่นี่มีน้ำพุร้อนธรรมชาติ	semula jadi	Di sini terdapat mata air panas semula jadi.	alami	Di sini ada mata air panas alami.
4893:天下	天下	天下	世の中; 天下	世の中に無料の昼食はない。	세상; 천하	세상에 공짜 점심은 없다.	thiên hạ; thế gian	Trên đời không có bữa trưa miễn phí.	ใต้หล้า; โลกนี้	ในโลกนี้ไม่มีอาหารกลางวันฟรี	dunia; seluruh alam	Dalam dunia ini tiada makan tengah hari percuma.	dunia; seluruh kolong langit	Di dunia ini tidak ada makan siang gratis.
4895:田	田	田	田畑; た	祖父は畑で野菜を育てている。	밭; 논	할아버지는 밭에서 채소를 기르신다.	ruộng; đồng	Ông trồng rau ngoài ruộng.	นา; ไร่	คุณปู่ปลูกผักในไร่นา	ladang; sawah	Datuk menanam sayur di ladang.	ladang; sawah	Kakek menanam sayur di ladang.
4898:跳水	跳水	跳水	飛び込み競技; ダイビング	中国チームは飛び込み競技で強い。	다이빙	중국 팀은 다이빙 종목에서 강하다.	nhảy cầu	Đội Trung Quốc rất mạnh ở môn nhảy cầu.	กระโดดน้ำ	ทีมจีนแข็งแกร่งในรายการกระโดดน้ำ	terjun air	Pasukan China kuat dalam acara terjun air.	loncat indah	Tim China kuat dalam cabang loncat indah.
4899:贴近	贴近	贴近	近づく; 身近である	この映画は生活にとても身近だ。	가깝다; 밀착하다	이 영화는 생활에 매우 가깝다.	gần gũi; sát với	Bộ phim này rất gần gũi với đời sống.	ใกล้ชิด; ใกล้เคียง	ภาพยนตร์เรื่องนี้ใกล้เคียงกับชีวิตจริงมาก	dekat dengan	Filem ini sangat dekat dengan kehidupan.	dekat dengan	Film ini sangat dekat dengan kehidupan nyata.
4900:听话	听话	听话	言うことを聞く; 素直な	この子はとても言うことを聞く。	말을 잘 듣다; 순종적이다	이 아이는 말을 잘 듣는다.	ngoan; biết nghe lời	Đứa trẻ này rất ngoan.	เชื่อฟัง	เด็กคนนี้เชื่อฟังมาก	patuh; mendengar kata	Kanak-kanak ini sangat patuh.	patuh; penurut	Anak ini sangat penurut.
4901:听觉	听觉	听觉	聴覚; ちょうかく	聴覚が損なわれると交流に影響する。	청각	청각 손상은 의사소통에 영향을 줄 수 있다.	thính giác	Thính giác bị tổn thương có thể ảnh hưởng đến giao tiếp.	การได้ยิน	การได้ยินเสียหายอาจส่งผลต่อการสื่อสาร	pendengaran	Kerosakan pendengaran boleh menjejaskan komunikasi.	pendengaran	Gangguan pendengaran dapat memengaruhi komunikasi.
4902:听取	听取	听取	聞き取る; 意見を聞く	リーダーはみんなの意見を真剣に聞いた。	청취하다; 의견을 듣다	지도자는 모두의 의견을 진지하게 들었다.	lắng nghe; tiếp thu	Lãnh đạo lắng nghe ý kiến của mọi người một cách nghiêm túc.	รับฟัง	ผู้นำรับฟังความคิดเห็นของทุกคนอย่างจริงจัง	mendengar; mengambil kira	Pemimpin mendengar pandangan semua orang dengan teliti.	mendengarkan; menyimak	Pemimpin mendengarkan pendapat semua orang dengan sungguh-sungguh.
4903:通道	通道	通道	通路; チャンネル	安全通路をふさがないようにしてください。	통로; 채널	안전 통로를 막히지 않게 유지해 주세요.	lối đi; kênh	Hãy giữ lối thoát an toàn thông thoáng.	ทางผ่าน; ช่องทาง	กรุณารักษาช่องทางนิรภัยให้โล่ง	saluran; laluan	Sila pastikan laluan keselamatan tidak terhalang.	jalur; saluran	Tolong jaga jalur keselamatan tetap lancar.
4904:通风	通风	通风	換気する	部屋はこまめに換気する必要がある。	환기하다	방은 자주 환기해야 한다.	thông gió	Phòng cần được thông gió thường xuyên.	ระบายอากาศ	ห้องต้องระบายอากาศบ่อยๆ	mengudarakan; pengudaraan	Bilik perlu kerap diudarakan.	menyirkulasi udara; ventilasi	Ruangan perlu sering diberi ventilasi.
4905:通话	通话	通话	電話で話す; 通話する	彼らは毎晩電話で話している。	통화하다	그들은 매일 밤 통화한다.	nói chuyện điện thoại	Họ nói chuyện điện thoại mỗi tối.	คุยโทรศัพท์	พวกเขาคุยโทรศัพท์กันทุกคืน	bercakap melalui telefon	Mereka bercakap melalui telefon setiap malam.	berbicara lewat telepon	Mereka berbicara lewat telepon setiap malam.
4906:通信	通信	通信	通信; つうしん	衛星は通信に利用できる。	통신	위성은 통신에 사용될 수 있다.	liên lạc; viễn thông	Vệ tinh có thể được dùng cho liên lạc.	การสื่อสาร; โทรคมนาคม	ดาวเทียมสามารถใช้ในการสื่อสารได้	komunikasi; telekomunikasi	Satelit boleh digunakan untuk komunikasi.	komunikasi; telekomunikasi	Satelit dapat digunakan untuk komunikasi.
4910:同伴	同伴	同伴	仲間; 連れ	彼は仲間と一緒に任務を終えた。	동반자; 일행	그는 동료와 함께 임무를 완수했다.	bạn đồng hành; người đi cùng	Anh ấy hoàn thành nhiệm vụ cùng bạn đồng hành.	เพื่อนร่วมทาง; ผู้ร่วมงาน	เขาทำภารกิจสำเร็จพร้อมเพื่อนร่วมทาง	teman; rakan seperjalanan	Dia menyelesaikan tugas bersama temannya.	teman; rekan	Dia menyelesaikan tugas bersama temannya.
4911:同行	同行	同行	同業者; 同じ分野の人	彼らは同業者で、よく経験を交換している。	동업자; 같은 업계 사람	그들은 같은 업계 사람이라 자주 경험을 교류한다.	người cùng ngành	Họ là người cùng ngành và thường trao đổi kinh nghiệm.	คนในสายงานเดียวกัน	พวกเขาอยู่สายงานเดียวกันและมักแลกเปลี่ยนประสบการณ์กัน	rakan seindustri	Mereka rakan seindustri dan sering berkongsi pengalaman.	rekan seprofesi	Mereka rekan seprofesi dan sering bertukar pengalaman.
4913:同类	同类	同类	同類; どうるい	同類の商品でも価格差は大きい。	동류; 같은 종류	같은 종류의 제품도 가격 차이가 크다.	cùng loại	Giá các sản phẩm cùng loại khác nhau rất nhiều.	ประเภทเดียวกัน	สินค้าประเภทเดียวกันมีราคาต่างกันมาก	sejenis; sama jenis	Harga produk sejenis sangat berbeza.	sejenis; tipe serupa	Harga produk sejenis sangat berbeda.
4914:铜牌	铜牌	铜牌	銅メダル	彼は試合で銅メダルを獲得した。	동메달	그는 경기에서 동메달을 땄다.	huy chương đồng	Anh ấy giành huy chương đồng trong cuộc thi.	เหรียญทองแดง	เขาได้รับเหรียญทองแดงในการแข่งขัน	pingat gangsa	Dia memenangi pingat gangsa dalam pertandingan itu.	medali perunggu	Dia meraih medali perunggu dalam pertandingan.
4917:偷偷	偷偷	偷偷	こっそり; ひそかに	彼はこっそりプレゼントを机の上に置いた。	몰래	그는 몰래 선물을 책상 위에 놓았다.	lén lút; âm thầm	Anh ấy lén đặt món quà lên bàn.	แอบ; ลับๆ	เขาแอบวางของขวัญไว้บนโต๊ะ	secara diam-diam	Dia meletakkan hadiah di atas meja secara diam-diam.	diam-diam	Dia diam-diam meletakkan hadiah di atas meja.
4918:头脑	头脑	头脑	頭脳; 頭	彼は頭が冷静だ。	두뇌; 머리	그는 머리가 차분하다.	đầu óc; trí óc	Anh ấy có đầu óc bình tĩnh.	สมอง; ความคิด	เขามีความคิดสุขุม	fikiran; otak	Fikirannya tenang.	pikiran; otak	Pikirannya tenang.
4922:透	透	透	すっかり; 通る	この服は雨でびしょ濡れになった。	흠뻑; 통하다	이 옷은 비에 흠뻑 젖었다.	thấu; ướt sũng	Chiếc áo này bị mưa làm ướt sũng.	ทะลุ; เปียกโชก	เสื้อผ้าชิ้นนี้ถูกฝนจนเปียกโชก	tembus; basah kuyup	Pakaian ini basah kuyup terkena hujan.	tembus; basah kuyup	Pakaian ini basah kuyup kena hujan.
4923:透过	透过	透过	通して; 透かして	日光がカーテンを通して差し込んでいる。	통과하다; 통해	햇빛이 커튼을 통해 들어온다.	xuyên qua; qua	Ánh nắng chiếu vào qua rèm cửa.	ผ่าน; ทะลุผ่าน	แสงแดดส่องผ่านผ้าม่านเข้ามา	melalui; menembusi	Cahaya matahari masuk melalui langsir.	melalui; menembus	Sinar matahari masuk melalui tirai.
4926:突发	突发	突发	突然起こる; 突発する	事故が突然起こり、みんなすぐ避難した。	갑자기 발생하다	사고가 갑자기 발생해서 모두 즉시 대피했다.	xảy ra đột ngột	Tai nạn xảy ra đột ngột, mọi người lập tức sơ tán.	เกิดขึ้นกะทันหัน	อุบัติเหตุเกิดขึ้นกะทันหัน ทุกคนอพยพทันที	berlaku tiba-tiba	Kemalangan berlaku tiba-tiba dan semua orang segera berpindah.	terjadi tiba-tiba	Kecelakaan terjadi tiba-tiba dan semua orang segera mengungsi.
