simplified	TA	example_TA
自动	தானாக	இந்த கதவு தானாக திறக்கிறது.
自豪	பெருமை	என் முன்னேற்றத்தைப் பற்றி எனக்கு பெருமை உள்ளது.
自觉	தன்னிச்சையாக	அவர் தன்னிச்சையாக வீட்டுப்பாடத்தை முடித்தார்.
自私	சுயநலமான	ஒருவர் மிகவும் சுயநலமாக இருக்கக்கூடாது.
自由	சுதந்திரம்	ஒவ்வொருவரும் சுதந்திரத்தை மதிக்கிறார்கள்.
自愿	தன்னார்வமாக	அவர்கள் தன்னார்வமாக நிகழ்ச்சியில் கலந்து கொண்டனர்.
综合	முழுமையாக	நாம் பல்வேறு காரணிகளை முழுமையாக கருத்தில் கொள்ள வேண்டும்.
总裁	தலைமை நிர்வாகி	தலைமை நிர்வாகி இன்று உரையாற்றினார்.
总共	மொத்தம்	இந்த பயணத்திற்கு மொத்தம் மூவாயிரம் யுவான் செலவானது.
总理	பிரதமர்	பிரதமர் கூட்டத்தில் கலந்து கொண்டார்.
