simplified	KM	example_KM
屑	កំទេច	លើតុមានកំទេចឈើច្រើន។
泄露	បែកធ្លាយ	បុគ្គលិកមិនត្រូវបែកធ្លាយព័ត៌មានអតិថិជនទេ។
泄气	បាក់ទឹកចិត្ត	បន្ទាប់ពីបរាជ័យ កុំបាក់ទឹកចិត្ត។
谢绝	បដិសេធដោយសុភាព	សណ្ឋាគារបដិសេធដោយសុភាពចំពោះអាហារយកពីខាងក្រៅ។
心得	បទពិសោធន៍ដែលទទួលបាន	នាងបានចែករំលែកបទពិសោធន៍ដែលទទួលបានពីការសិក្សា។
心甘情愿	ស្ម័គ្រចិត្តពេញចិត្ត	គាត់ស្នាក់នៅជួយដោយស្ម័គ្រចិត្តពេញចិត្ត។
心灵	ចិត្តវិញ្ញាណ	តន្ត្រីបានលួងលោមចិត្តវិញ្ញាណរបស់នាង។
心态	ស្ថានភាពចិត្ត	ការរក្សាស្ថានភាពចិត្តវិជ្ជមានសំខាន់ណាស់។
心疼	អាណិតឈឺចិត្ត	ម្តាយអាណិតឈឺចិត្តចំពោះកូនដែលរងរបួស។
心血	កម្លាំងចិត្តខំប្រឹង	សៀវភៅនេះបញ្ចូលកម្លាំងចិត្តខំប្រឹងរបស់អ្នកនិពន្ធ។
心眼儿	ចិត្តតូច	គាត់មានចិត្តតូចបន្តិច។
新陈代谢	មេតាបូលីស	ការហាត់ប្រាណអាចជំរុញមេតាបូលីស។
新郎	កូនកំលោះ	កូនកំលោះទទួលភ្ញៀវនៅមាត់ទ្វារ។
新娘	កូនក្រមុំ	កូនក្រមុំពាក់រ៉ូបអាពាហ៍ពិពាហ៍ពណ៌ស។
新颖	ថ្មីប្លែក	ការរចនានេះថ្មីប្លែកណាស់។
欣慰	ពេញចិត្តស្ងប់ចិត្ត	ពេលឃើញកូនរីកចម្រើន នាងពេញចិត្តស្ងប់ចិត្ត។
欣欣向荣	រីកចម្រើនរុងរឿង	ទេសចរណ៍ក្នុងក្រុងតូចនេះរីកចម្រើនរុងរឿង។
薪水	ប្រាក់ខែ	ប្រាក់ខែរបស់គាត់គ្រប់គ្រាន់សម្រាប់ចិញ្ចឹមគ្រួសារ។
辛勤	ខិតខំឧស្សាហ៍	កសិករខិតខំឧស្សាហ៍ដាំដំណាំ។
信赖	ទុកចិត្ត	អតិថិជនទុកចិត្តក្រុមហ៊ុននេះខ្លាំង។
信念	ជំនឿមុតមាំ	ជំនឿមុតមាំបានគាំទ្រគាត់។
信仰	ជំនឿសាសនា	នាងគោរពជំនឿសាសនាផ្សេងៗ។
信誉	កេរ្តិ៍ឈ្មោះទុកចិត្ត	សហគ្រាសត្រូវការពារកេរ្តិ៍ឈ្មោះទុកចិត្ត។
兴高采烈	រីករាយរំភើប	កុមាររត់ចូលថ្នាក់រៀនយ៉ាងរីករាយរំភើប។
兴隆	ជោគជ័យរុងរឿង	ហាងចាស់នេះមានជំនួញជោគជ័យរុងរឿង។
兴旺	រីកចម្រើនរុងរឿង	សេដ្ឋកិច្ចទីផ្សារកាន់តែរីកចម្រើនរុងរឿង។
腥	ក្លិនឆ្អាបត្រី	ត្រីនេះមានក្លិនឆ្អាបត្រីបន្តិច។
刑事	ព្រហ្មទណ្ឌ	ប៉ូលិសកំពុងស៊ើបអង្កេតករណីព្រហ្មទណ្ឌ។
形态	ទម្រង់	ទម្រង់រុក្ខជាតិប្រែប្រួលតាមបរិស្ថាន។
行政	រដ្ឋបាល	នាយកដ្ឋានរដ្ឋបាលដោះស្រាយពាក្យស្នើសុំ។
兴致勃勃	ពោរពេញដោយចំណាប់អារម្មណ៍	គ្រប់គ្នាពិភាក្សាផែនការយ៉ាងពោរពេញដោយចំណាប់អារម្មណ៍។
性感	ទាក់ទាញផ្លូវភេទ	រ៉ូបពិធីល្ងាចនេះមើលទៅទាក់ទាញផ្លូវភេទ។
性命	ជីវិត	វេជ្ជបណ្ឌិតបានជួយសង្គ្រោះជីវិតគាត់។
性能	សមត្ថភាពដំណើរការ	កុំព្យូទ័រនេះមានសមត្ថភាពដំណើរការល្អ។
凶恶	កាចសាហាវ	ឆ្កែនេះមើលទៅកាចសាហាវណាស់។
凶手	ឃាតករ	ប៉ូលិសទីបំផុតចាប់បានឃាតករ។
汹涌	កញ្ជ្រោលខ្លាំង	រលកសមុទ្រកញ្ជ្រោលខ្លាំងបោកច្រាំង។
胸怀	ចិត្តទូលាយ	គាត់មានចិត្តទូលាយ។
胸膛	ទ្រូង	ទាហានបានលើកទ្រូងឲ្យត្រង់។
雄厚	រឹងមាំសម្បូរ	ក្រុមហ៊ុនមានទុនរឹងមាំសម្បូរ។
雄伟	អស្ចារ្យមហិមា	ស្ពាននេះអស្ចារ្យមហិមាខ្លាំង។
修复	ជួសជុលស្តារ	វិស្វករកំពុងជួសជុលស្តារប្រព័ន្ធ។
修建	សាងសង់	រដ្ឋាភិបាលគ្រោងសាងសង់ព្រលានយន្តហោះថ្មី។
修养	ការអប់រំខ្លួន	ការអប់រំខ្លួនល្អបង្ហាញក្នុងលម្អិតតូចៗ។
羞耻	ភាពអៀនខ្មាស	បន្ទាប់ពីនិយាយកុហក គាត់មានអារម្មណ៍អៀនខ្មាស។
嗅觉	សមត្ថភាពហិតក្លិន	សមត្ថភាពហិតក្លិនរបស់ឆ្កែច្បាស់ខ្លាំង។
绣	ប៉ាក់	លោកយាយអាចប៉ាក់ផ្កា។
虚假	ក្លែងក្លាយ	គេហទំព័របានផ្សាយព័ត៌មានក្លែងក្លាយ។
虚荣	អំនួតឥតប្រយោជន៍	អំនួតឥតប្រយោជន៍ធ្វើឲ្យគាត់ចំណាយប្រាក់ហួសហេតុ។
虚伪	ពុតត្បុត	នាងមិនចូលចិត្តការគួរសមពុតត្បុត។
需求	តម្រូវការ	តម្រូវការទីផ្សារកំពុងកើនឡើង។
须知	សេចក្តីណែនាំត្រូវដឹង	សូមអានសេចក្តីណែនាំត្រូវដឹងអំពីការចុះឈ្មោះជាមុន។
许可	ការអនុញ្ញាត	គ្មានការអនុញ្ញាតមិនអាចចូលបានទេ។
序言	បុព្វកថា	អ្នកនិពន្ធបានពន្យល់ផ្ទៃខាងក្រោយក្នុងបុព្វកថា។
畜牧	ចិញ្ចឹមសត្វ	វាលស្មៅសមស្របសម្រាប់អភិវឌ្ឍការចិញ្ចឹមសត្វ។
酗酒	ផឹកស្រាខ្លាំង	ការផឹកស្រាខ្លាំងរយៈពេលវែងប៉ះពាល់សុខភាព។
喧哗	អ៊ូអរ	ក្នុងបណ្ណាល័យហាមអ៊ូអរ។
宣誓	ស្បថ	សមាជិកថ្មីបានស្បថក្នុងកិច្ចប្រជុំ។
宣扬	ផ្សព្វផ្សាយលើកកម្ពស់	សាលាផ្សព្វផ្សាយលើកកម្ពស់ភាពស្មោះត្រង់និងការរក្សាពាក្យ។
